[0] 1:59	Oh.
[794] 37:42	>> [laughter]
[795] 37:47	>> Uh Dr. Amy says,
[796] 37:49	"Why do early date proponents need
[797] 37:51	Amenhotep II to be the Exodus pharaoh so
[798] 37:54	badly given the problem with the high
[799] 37:57	chronology?"
[800] 37:58	Um
[801] 38:00	tradition.
[802] 38:01	It's a traditional thing.
[803] 38:03	Uh it's
[804] 38:06	They have They have worked in a bunch of
[805] 38:09	traditional proofs
[806] 38:12	uh for their view on the Exodus.
[807] 38:15	And one of those traditional proofs is
[808] 38:17	that the predecessor of the Exodus
[809] 38:20	pharaoh had to reign 40 years. Now,
[810] 38:22	there's no biblical warrant for that.
[811] 38:24	It's just tradition that they keep it
[812] 38:27	around.
[813] 38:29	But because of that, the only thing the
[814] 38:31	only person that gets kind of close
[815] 38:34	to 1446
[816] 38:36	and have that criteria is Amenhotep II.
[817] 38:40	So, a lot of them really double down on
[818] 38:43	this.
[819] 38:46	Okay.
[820] 38:50	Let's move on to the next one here.
[821] 38:53	Uh from Baron Saint Von for $5. Thank
[822] 38:56	you for the super chat.
[823] 38:58	Is Codex H the earliest manuscript to
[824] 39:00	include chapter divisions for the Bible?
[825] 39:03	No, it's not.
[826] 39:05	Um there are earlier codexes that do do
[827] 39:07	this.
[828] 39:08	Um so, um
[829] 39:11	but it's uh
[830] 39:13	it's one of those things where it has it
[831] 39:14	wasn't standardized.
[832] 39:17	So,
[833] 39:20	so it's just one of those things where
[834] 39:21	it's just
[835] 39:23	um it's interesting. It's interesting
[836] 39:25	that Codex H has that,
[837] 39:27	but it's not the only one that has that
[838] 39:29	and it's
[839] 39:31	again, once you start dividing a book
[840] 39:32	into pages,
[841] 39:34	people tend to start dividing it in
[842] 39:35	other ways, too. So,
[843] 39:38	it's it's interesting, but it's not it's
[844] 39:39	not unique to this manuscript.
[845] 39:44	Okay, um
[846] 39:49	A common lurker goes, "Also, the
[847] 39:51	anachronistic case based upon Thutmose
[848] 39:52	III becomes extremely weak." Oh, yeah.
[849] 39:57	Oh, yeah. I called up Daniel Hayes on
[850] 39:59	that one.
[851] 40:00	And oh, he didn't like that very much.
[852] 40:03	[laughter]
[853] 40:06	It's incredibly weak.
[854] 40:08	Uh because he takes all his chariots 2
[855] 40:11	years later to attack the Mitanni.
[856] 40:14	Um
[857] 40:16	so, you know, after that so-called
[858] 40:19	Exodus in 1446,
[859] 40:22	Thutmose III in 1444
[860] 40:26	rides out to the Mitanni with all his
[861] 40:28	chariots
[862] 40:30	and bashes skulls.
[863] 40:33	Yeah.
[864] 40:34	It Thutmose III um position is a very
[865] 40:38	weak position.
[866] 40:51	Uh Dr. Em goes, "Now I've seen some
[867] 40:54	early date proponents claim the Exodus
[868] 40:55	pharaoh was Thutmose III." Yeah, but
[869] 40:57	it's an incredibly weak case.
[870] 40:58	Um
[871] 40:59	I mean, when I when I told Hayes that,
[872] 41:02	you know, wait, he he Thutmose III goes
[873] 41:04	out to battle two years after.
[874] 41:07	And he goes, "You know, where did he get
[875] 41:09	the chariots from?" Cuz all his chariots
[876] 41:10	were supposed to have been destroyed in
[877] 41:12	the receipt. He goes, "Oh, he just spent
[878] 41:13	money and rebuilt them."
[879] 41:16	Wait a minute. That's not how rebuilding
[880] 41:19	armies works.
[881] 41:21	>> [laughter]
[882] 41:22	>> You don't just throw a bunch of money at
[883] 41:24	it and come up with a new army.
[884] 41:28	Not a charioteer's anyway. Not if you're
[885] 41:31	going to go attack the Mitanni.
[886] 41:34	>> [laughter]
[887] 41:37	>> Reaching smurfling easy explanation. He
[888] 41:40	had console commands. [laughter]
[889] 41:44	About it. That's That's a better
[890] 41:45	explanation than what Hayes came up
[891] 41:47	with.
[892] 41:51	>> [laughter]
[893] 42:02	>> Uh good times. Good times.
[894] 42:11	Uh Dr. Amy goes, "You Now you basically
[895] 42:14	wrecked the Exodus if Thutmose III was
[896] 42:16	the Exodus Pharaoh." Yeah, exactly.
[897] 42:20	Yeah, it's not a recoverable theory at
[898] 42:21	that point.
[899] 42:32	All right, moving on here.
[900] 42:35	The next question here
[901] 42:40	is from
[902] 42:44	Milo Mortimer.
[903] 42:46	What is Pierre's accent? I keep reading
[904] 42:48	his voice as sounding like a lighter
[905] 42:51	version of the I killed a man with this
[906] 42:53	thumb guy.
[907] 42:55	Oh, the Russian.
[908] 42:57	>> [laughter]
[909] 43:01	>> A reference here to
[910] 43:03	>> [laughter]
[911] 43:05	>> Mhm. His his his accent is French.
[912] 43:08	He's French.
[913] 43:10	He was born in Paris.
[914] 43:14	Um
[915] 43:16	So, uh
[916] 43:17	there's your there's your little
[917] 43:18	biography on Pierre.
[918] 43:27	At one point in
[919] 43:29	uh, in the books he's called an annoying
[920] 43:31	Frenchman or something like that.
[921] 43:40	Uh, Smiley Bomb Bomb, Quebec? No, no,
[922] 43:42	he's not Quebecois. He's not Quebecois.
[923] 43:45	Parisian. He's Parisian French. Okay?
[924] 43:48	So, he is from Paris.
[925] 43:54	Yeah, uh uh Pierre is French for Pierre.
[926] 43:57	Exactly.
[927] 43:59	Um and uh his last name is Goulet.
[928] 44:02	So, he he's he's really French.
[929] 44:05	>> [laughter]
[930] 44:06	>> Okay?
[931] 44:16	Okay, let's move on to the next one
[932] 44:18	here.
[933] 44:28	Oh, that's not good.
[934] 44:30	Uh Francis Dodds asks a member question.
[935] 44:33	What is your reaction to Alberta getting
[936] 44:35	enough signatures to trigger a
[937] 44:36	referendum on leaving Canada?
[938] 44:40	My reaction is I'd like to move to
[939] 44:41	Alberta before they actually pull the
[940] 44:43	trigger on that one.
[941] 44:48	>> [laughter]
[942] 44:51	>> That's That's my thought.
[943] 44:54	Uh
[944] 45:01	Yeah,
[945] 45:02	um
[946] 45:04	Cuz it's clear it's clear at the moment
[947] 45:08	that
[948] 45:09	um
[949] 45:10	the federal system isn't working very
[950] 45:12	well.
[951] 45:13	Uh especially with our current corrupt
[952] 45:15	regime and we've got a really corrupt
[953] 45:17	regime right now.
[954] 45:18	So
[955] 45:22	uh
[956] 45:32	Uh Raising Smurfs, friend of mine in
[957] 45:33	Alberta is loving it, finds it
[958] 45:35	hilarious.
[959] 45:37	Uh
[960] 45:38	Hey,
[961] 45:39	if they can pull it off, why not?
[962] 45:48	Uh Mama says a new country has a better
[963] 45:51	chance of what we're stuck with. You're
[964] 45:52	stuck with better than than we are.
[965] 45:55	Lot better than we are.
[966] 45:58	Um
[967] 46:00	I mean, you got a better postal system
[968] 46:02	for one thing.
[969] 46:03	Things are actually cheaper where you
[970] 46:05	live than they are here.
[971] 46:07	Um
[972] 46:11	>> [snorts]
[973] 46:11	>> Um yeah, it's
[974] 46:14	it's not good in Canada. Canada is not a
[975] 46:17	good place to be.
[976] 46:23	Uh Luis Sandoval says, "Sending prayers
[977] 46:25	to you. Never imagined a North American
[978] 46:26	country will be getting so corrupt that
[979] 46:29	a province wants to leave." Yeah, I
[980] 46:31	know.
[981] 46:34	Yeah, I'd like that I'd like to get out
[982] 46:36	of Canada, honestly.
[983] 46:38	Um
[984] 46:39	that doesn't look like it's going to
[985] 46:40	happen.
[986] 46:42	Um the Trump administration has ordered
[987] 46:44	another
[988] 46:46	freeze
[989] 46:48	on green card applications
[990] 46:51	uh because of they want they want to put
[991] 46:54	all the uh current applications
[992] 46:58	through through another more rigorous
[993] 47:01	FBI check.
[994] 47:04	So
[995] 47:07	so it's getting
[996] 47:09	yeah, it's we are not going to be
[997] 47:12	probably going down to the states
[998] 47:13	anytime soon.
[999] 47:15	This will probably add a I mean, it's
[1000] 47:17	already been over a year. It's been over
[1001] 47:19	a year since we put in that application.
[1002] 47:22	Um the processing time used to be 10
[1003] 47:25	months.
[1004] 47:28	I mean, from from start to green card,
[1005] 47:30	10 months.
[1006] 47:31	The first application isn't even
[1007] 47:33	processed.
[1008] 47:35	So
[1009] 47:41	um so it's just not it doesn't look like
[1010] 47:43	it's it's going to happen.
[1011] 47:48	Okay, so let's move on here.
[1012] 48:04	>> Next question here is from Mama.
[1013] 48:07	Okay. Uh PA she puts here the
[1014] 48:10	14-year-old wants you to know she's
[1015] 48:12	getting baptized this Sunday. Awesome.
[1016] 48:15	Excellent to hear.
[1017] 48:17	And I want you to know that all my
[1018] 48:19	children have chosen to follow Christ as
[1019] 48:20	Lord. Phenomenal.
[1020] 48:23	Praise the Lord for that.
[1021] 48:25	No greater achievement for Bomb Papa and
[1022] 48:27	I. Congratulations. That's really
[1023] 48:30	exciting news. We are so excited for you
[1024] 48:32	and your family
[1025] 48:34	and your 14-year-old. Uh
[1026] 48:36	this it is a life-changing experience.
[1027] 48:39	So
[1028] 48:40	if you take it seriously that is. So
[1029] 48:43	um I'm so happy for you and I'm so happy
[1030] 48:46	for your family and I'm so happy for
[1031] 48:48	your 14-year-old. Um may God bless bless
[1032] 48:52	all of you.
[1033] 48:58	Okay.
[1034] 49:04	Uh Andrew Grimm goes I think my church
[1035] 49:06	baptism coming up soon too. Oh, okay.
[1036] 49:09	Cool. Great to hear.
[1037] 49:17	Uh
[1038] 49:19	Invitational uh
[1039] 49:21	Christian Christian Miso
[1040] 49:24	uh says should we interpret literally
[1041] 49:26	the age of Moses which divided by three
[1042] 49:29	periods of 40 years
[1043] 49:31	being consistent with what you said on
[1044] 49:33	the debate with Ty Kennedy about the
[1045] 49:34	idiom of the number 40.
[1046] 49:36	Um we should not count that as a literal
[1047] 49:40	age. Okay?
[1048] 49:42	Um
[1049] 49:44	cuz
[1050] 49:45	three periods of 40 is 120 years.
[1051] 49:49	Now that has symbolic value.
[1052] 49:52	Okay?
[1053] 49:53	Um the whole idea of it being
[1054] 49:57	uh 40 40 40
[1055] 49:59	is
[1056] 50:01	basically a kind of way of exscribing
[1057] 50:03	that he was greater than Joseph.
[1058] 50:06	Okay? Joseph lived to 110. 110 was a
[1059] 50:10	considered to be a the age that uh
[1060] 50:13	that wise men inscribes and and mystical
[1061] 50:18	men of Egypt
[1062] 50:20	were a given.
[1063] 50:23	So there were actually a lot of people
[1064] 50:24	running around who were 110
[1065] 50:27	in theory.
[1066] 50:28	>> [laughter]
[1067] 50:30	>> In practice, not so much.
[1068] 50:33	Okay? [laughter]
[1069] 50:38	So uh
[1070] 50:40	um
[1071] 50:42	So yeah, um so what this is is it's
[1072] 50:45	really a way of saying that
[1073] 50:48	um
[1074] 50:49	that Moses was
[1075] 50:52	um
[1076] 50:53	greater than Joseph. That's a It's
[1077] 50:55	basically a way of saying that using uh
[1078] 50:58	numerology to do that.
[1079] 51:01	So
[1080] 51:03	uh when you look at basically
[1081] 51:05	when he would have been born
[1082] 51:08	and uh
[1083] 51:10	his probable date of his death, it's
[1084] 51:13	probably more likely that he lived into
[1085] 51:16	his 90s.
[1086] 51:18	So
[1087] 51:20	it's it's still an old age, but it's
[1088] 51:22	just not 120.
[1089] 51:30	Hm? 120 isn't that old anymore.
[1090] 51:33	Uh
[1091] 51:34	there's still not very many people who
[1092] 51:35	make it.
[1093] 51:38	There's a lot of people
[1094] 51:39	>> There's a couple
[1095] 51:41	A lot A lot of 105s, yes, now.
[1096] 51:46	But a lot of that's because of modern
[1097] 51:48	medicine.
[1098] 51:49	Right.
[1099] 51:50	They didn't have modern medicine in the
[1100] 51:51	Bronze Age. Yeah, but they might have
[1101] 51:53	had some.
[1102] 51:55	Even with the grace of God,
[1103] 51:58	it was still a very, very
[1104] 52:00	hard age to attain.
[1105] 52:02	I'm just saying human plasticity of
[1106] 52:05	life.
[1107] 52:05	>> Yeah.
[1108] 52:06	Good and and
[1109] 52:11	All right. Um
[1110] 52:13	So, yeah, I would I would ascribe to
[1111] 52:16	to the age of Moses more an idiomatic
[1112] 52:18	meaning to it.
[1113] 52:22	Next one.
[1114] 52:39	Uh Rachel Smirfling asks,
[1115] 52:41	"What would be the best sites to
[1116] 52:43	purchase your books, your fiction books,
[1117] 52:45	your art book to ensure you get the most
[1118] 52:48	out of it? Plan to buy a few copies for
[1119] 52:50	friends as gifts."
[1120] 52:52	Uh here's the problem with it. Doesn't
[1121] 52:55	matter where you buy it, really.
[1122] 52:59	Um because
[1123] 53:01	the publisher sets the same discount for
[1124] 53:05	every book company.
[1125] 53:07	Okay?
[1126] 53:09	And and I get what's sort of left on the
[1127] 53:12	table.
[1128] 53:13	So,
[1129] 53:15	um
[1130] 53:16	there's no one site that does
[1131] 53:19	does really well for me. Okay?
[1132] 53:23	Um
[1133] 53:27	So, it's up to you which where you buy
[1134] 53:29	it. Now,
[1135] 53:31	personally,
[1136] 53:33	where I get actually more traction
[1137] 53:38	is if you buy it off of Amazon.
[1138] 53:39	I hate Amazon.
[1139] 53:42	Oh, I hate Amazon.
[1140] 53:44	I hate Amazon with a fiery passion.
[1141] 53:47	However,
[1142] 53:48	people go and look at Amazon
[1143] 53:51	to see
[1144] 53:53	where people are buying now.
[1145] 53:56	With that said,
[1146] 53:58	uh what happens
[1147] 54:02	um
[1148] 54:07	Uh Darkblade has the affiliate link for
[1149] 54:10	the art book on your old videos expired.
[1150] 54:12	Yes, it has.
[1151] 54:14	Uh on the old videos, not the new ones.
[1152] 54:17	The new ones should be having an
[1153] 54:18	up-to-date one.
[1154] 54:19	Um
[1155] 54:21	The problem is it's really difficult to
[1156] 54:23	update those links on old videos.
[1157] 54:26	So, there's a lot of stuff that I just
[1158] 54:28	can't go back and change cuz because we
[1159] 54:29	have too many videos now.
[1160] 54:31	And it would take me a It would be a
[1161] 54:32	huge project just to
[1162] 54:35	update the the links on the old videos.
[1163] 54:37	So, unfortunately, not much I can do
[1164] 54:39	about that.
[1165] 54:42	But, that said,
[1166] 54:46	um
[1167] 54:49	um
[1168] 54:51	Buy on Amazon. Amazon works best. Not
[1169] 54:54	not I mean, it works best for people
[1170] 54:56	because it's it's convenient, but it's
[1171] 54:59	I'll get more
[1172] 55:01	out of it, not money-wise,
[1173] 55:04	but through um traction with the
[1174] 55:07	company.
[1175] 55:09	But, if you hate Amazon that much,
[1176] 55:11	buy it off Barnes & Noble.
[1177] 55:14	There's a thing.
[1178] 55:16	Okay? So,
[1179] 55:18	it depends on how much Here's what I'd
[1180] 55:20	say.
[1181] 55:21	Buy it on Barnes & Noble, review it on
[1182] 55:23	Amazon.
[1183] 55:25	>> [laughter]
[1184] 55:32	>> Again, [clears throat] the problem is my
[1185] 55:33	my publisher and my distributor
[1186] 55:35	distributor
[1187] 55:36	sells it for the same amount to every
[1188] 55:39	book company.
[1189] 55:41	And because they sell it for the the
[1190] 55:42	same amount for to every book company,
[1191] 55:45	I just get what sort of the scraps left
[1192] 55:48	on the table.
[1193] 55:51	So, I get about $2 no matter where you
