[0] 0:00	[Music] foreign [Music]
[1795] 3:37:05	um I don't have any particular
[1796] 3:37:10	Saint Maybe polycarp I think polycarp was really cool Andy
[1797] 3:37:15	pass I think those are great great Saints uh people who wouldn't compromise with
[1798] 3:37:22	the culture you know wouldn't compromise to save themselves
[1799] 3:37:28	you know um the thing is what would you have to do
[1800] 3:37:35	to save your life is what it comes down to you know there's always going to be this
[1801] 3:37:41	principle that we value life we value life life is important
[1802] 3:37:49	we all want to live but
[1803] 3:37:54	sometimes the cost of living is too high you know if the cost of living is
[1804] 3:38:01	denying God you know yeah you could save your life by denying God
[1805] 3:38:07	but you know that might be too high a price
[1806] 3:38:14	you know at that point it does become martyrdom you know you have and to be honest we
[1807] 3:38:21	have to Define what moderation is uh it comes from the Greek word materus which
[1808] 3:38:26	means to provide a witness you're showing yourself to be a
[1809] 3:38:31	Christian okay so you show yourself to be a Christian
[1810] 3:38:39	is an act of martyrdom when it comes at the risk of your life
[1811] 3:38:46	that's not necessarily suicide you can show a witness
[1812] 3:38:51	to being a Christian or any other faith for that matter
[1813] 3:38:57	without wanting to die you know
[1814] 3:39:03	uh the Apostle John is considered a martyr even though he did not die at the
[1815] 3:39:09	hands of his captors he was sentenced to death
[1816] 3:39:15	they tried to carry out the sentence and they couldn't so it's really not even the outcome of
[1817] 3:39:22	death that determines whether or not you're a martyr but whether they intended to kill you
[1818] 3:39:31	were you willing to die for the faith were you willing to pay the ultimate sacrifice
[1819] 3:39:36	for the the Gospel of Jesus Christ you know where is your Line in the Sand
[1820] 3:39:46	we all want to live we all want to to live comfortable peaceful lives
[1821] 3:39:52	not all of us have that choice not all of us have that choice
[1822] 3:39:59	so anyway I hope that answers your question thank you very much for the Super Chat very much appreciated it is a
[1823] 3:40:05	thought-provoking question though you know where where is the line between
[1824] 3:40:10	um martyrdom and you know um suicide
[1825] 3:40:17	and it comes really down to what's the principled approach here what's the principle
[1826] 3:40:25	if you're doing it for you know to get yourself into heaven
[1827] 3:40:30	that's not a good reason if you're doing it for the gospel Jesus
[1828] 3:40:35	Christ and you don't have an alternative that can save your life without preserving those ideals
[1829] 3:40:41	that's martyrdom it comes down to principles
[1830] 3:40:48	okay our next one here is from Michael gee thank you very much for this uh 20 New
[1831] 3:40:54	Zealand Super Chat very much appreciated in number 89 I think you mean live
[1832] 3:41:01	stream number 89 you refer to Clinton Bailey and implied the Genesis genealogies can be read over a span to
[1833] 3:41:08	span of 50 000 years can you explain more oh sure all right let's pull up Genesis uh 11.
[1834] 3:41:15	we can do this with Genesis 5 too it's it's the same pretty much as far as the
[1835] 3:41:20	principle goes but
[1836] 3:41:27	it all comes down to understanding these genealogies and how they are constructed
[1837] 3:41:36	okay and they start with verse 10 here this is Genesis 11 verse 10.
[1838] 3:41:42	these are the records of the generations of Shem and and generations
[1839] 3:41:48	um this is uh the idea here is um toll adult it's it's not a genealogy
[1840] 3:41:54	it's an outcome what's the posterity of Shep
[1841] 3:41:59	uh we have to understand when we look at these it's not genealogies aren't looking at back in time and going oh
[1842] 3:42:06	this is my ancestors it's saying to you well this is what shem's actions were
[1843] 3:42:11	and this was the outcome of shem's actions okay so the point of this is to
[1844] 3:42:17	sort of get you to the end okay but let's let's continue on here
[1845] 3:42:23	Hashem was 100 years old and became father of arpakshad two years after the
[1846] 3:42:28	flood and Shan lived 500 years and he became the father of our pox shot and he had
[1847] 3:42:34	other sons and daughters now paksha lives 35 years and became father of Shila and arpaksha live
[1848] 3:42:43	43 years and he became father of shalah and had other Sons and Daughters okay
[1849] 3:42:50	now one of the things we have to understand is that these are there's a
[1850] 3:42:58	um structure to these genealogies these these particular lines
[1851] 3:43:05	and we'll just take uh verse 12 here sorry
[1852] 3:43:11	um lived 35 years and became the father of Shila
[1853] 3:43:17	okay you just take that alone okay
[1854] 3:43:22	now one of the things we know about these genealogies and we know this from other genealogies is that there's an
[1855] 3:43:31	honorific transposition between the most important member of the
[1856] 3:43:36	family and the firstborn son we see this in in child lists
[1857] 3:43:43	um of say people who are um they the sons of uh First Wives
[1858] 3:43:51	uh you know in say polygamous families in the ancient near East um we do see this in in all sorts of uh
[1859] 3:43:59	contexts and settings here okay so what does that mean
[1860] 3:44:05	that means when you list say the children the most important member always comes
[1861] 3:44:10	first doesn't matter if he's the oldest child doesn't matter if he's the youngest child
[1862] 3:44:15	he always is listed first and He's listed in the place of the
[1863] 3:44:23	firstborn okay so when we look at this and we see our
[1864] 3:44:31	Pock shot lived 35 years that's when our pockshot started his new
[1865] 3:44:40	Clan basically he begot he he became father
[1866] 3:44:45	of a new Clan the most important but the thing is
[1867] 3:44:52	that that would be the firstborn son the
[1868] 3:44:58	physical firstborn son that epox shot would have lived 35 years
[1869] 3:45:06	and he became the father of shalah
[1870] 3:45:12	okay now in this in the case of the translation here
[1871] 3:45:18	um it's probably gonna it drops the heat but but that's part of of what's going on
[1872] 3:45:26	here is that shallot is filling in that
[1873] 3:45:32	placeholder for the firstborn son the firstborn son would have been then
[1874] 3:45:37	demoted to second place but um so we don't know exactly when
[1875] 3:45:44	Dilla was born in these Hebrew genealogies because they do play these
[1876] 3:45:51	games with these and and then it's a really important cultural reason
[1877] 3:45:56	because it's not these are not trying to to
[1878] 3:46:02	convey um what we would call chronology
[1879] 3:46:09	they are not trying to convey chronology with this they're trying to
[1880] 3:46:15	honor ancestors and determine the outcomes of those ancestors actions
[1881] 3:46:23	so the whole idea of of chronology and of trying to apply chronology to these
[1882] 3:46:29	genealogies is incredibly anachronistic and it's just it's just a concept they
[1883] 3:46:35	didn't have they didn't need it it wasn't necessary
[1884] 3:46:42	so when you figure into the account
[1885] 3:46:47	that say the law could have been
[1886] 3:46:53	born any time between the 35 years that
[1887] 3:46:59	our pockshot became a father and up to the
[1888] 3:47:06	403 years that he lived after becoming a father
[1889] 3:47:13	that is a very very fuzzy wide range
[1890] 3:47:21	and this is why that these genealogies could potentially expand to not just say
[1891] 3:47:27	hundreds of years or thousands of years but tens of thousands of years
[1892] 3:47:33	they have that potential to do this and the reason why is we find even
[1893] 3:47:40	modern Clans that are 900 a thousand years old
[1894] 3:47:47	so the lifespan and death of a clan is very very stable
[1895] 3:47:54	it's very stable over time and we have to remember that the Israeli
[1896] 3:47:59	culture is a clan based society and has been so for thousands of years
[1897] 3:48:07	so anyway I hope that answered your question thank you very much for the Super Chat
[1898] 3:48:12	very very much appreciated and it's it's a complicated subject it's very hard for
[1899] 3:48:17	westerners to wrap their brains around because we don't do we don't do geologies this way
[1900] 3:48:24	you know and this is why sometimes I prefer actually calling them Toledo instead of genealogies because
[1901] 3:48:29	there's interpretive baggage attached to the whole concept of genealogy
[1902] 3:48:35	and there's different baggage associated with the whole IDF toledote they're different they serve different
[1903] 3:48:42	functions they're even constructed differently so when we try to read this as
[1904] 3:48:48	chronology we're kind of reading it at that point with Western eyes importing our own presuppositions upon
[1905] 3:48:54	the text and we can't do that we have to import the presuppositions of the ancient near
[1906] 3:49:00	East upon these texts so anyway
[1907] 3:49:05	thank you very much for the Super Chat very much appreciated and I hope that helped
[1908] 3:49:18	okay okay uh we're getting close to midnight here so we're probably just going to
[1909] 3:49:25	take the last couple super chats here and call it a night uh because we have been going for four hours so
[1910] 3:49:33	um so we're not going to probably make do any non-super chats but
[1911] 3:49:39	so uh we'll we'll do non-super chats again next week we always do some non-super just every life cycle but or
[1912] 3:49:46	every um live stream but I think everyone here is tired tonight it's been a long day I've had a full day of work so I apologize if I didn't get to your
[1913] 3:49:54	non-super chat today normally we do take one or two super Chess at the end of a live stream but I think everyone's
[1914] 3:50:00	exhausted tonight okay uh I'll get Robertson uh
[1915] 3:50:07	gives us a 20 Swedish Kroner uh Super Chat thank you very much the Super Chat
[1916] 3:50:12	really appreciate that he says pray for Christians in Sweden facing a lot of hatred
[1917] 3:50:19	well uh we'll definitely pray for them uh right now there's a lot of hatred
[1918] 3:50:24	against Christians going around a lot of it and a lot of it is not very fair and not
[1919] 3:50:31	very kind so um I understand completely
[1920] 3:50:37	understand completely and you'll definitely have our prayers
[1921] 3:50:42	and I.E will even even ask our community who's watching here today to please pray for the Christians in Sweden as well so
[1922] 3:50:48	uh thank you for bringing that those concerns to our attention and we will
[1923] 3:50:53	basically pray for the Christians in Sweden as well as the Christian church
[1924] 3:50:58	over there thank you very much the Super Chat very much appreciated
[1925] 3:51:07	and then uh I think this is our final Super Chat here if I'm not mistaken
[1926] 3:51:14	uh from uh I'll get Robertson again first 20 switch corner thank you very
[1927] 3:51:19	much Super Chat what is your view on the devil's power against God Contra Gods oh but that
[1928] 3:51:27	one's a no-brainer the devil's a um
[1929] 3:51:35	Devil is a flea compared to God Lee
[1930] 3:51:42	the Devil is a weak oh
[1931] 3:51:47	now of course the the devil whatever you want to call him Lucifer
[1932] 3:51:52	Satan the serpent in the garden one of the cherubim he was a cherubim
[1933] 3:51:59	he was actually a throne cherubim of all things I mean that's what people don't understand is you know
[1934] 3:52:06	Satan was was was not just any old angel no he was he was one of the throne
[1935] 3:52:12	cherubim one of the cherubim that was basically protecting the Sacred Space right around
[1936] 3:52:19	the Throne of God he saw God in all his glory
[1937] 3:52:26	you know it was kind of crazy to think about that there was nobody closer to God
[1938] 3:52:36	that was a created being then the Devil Himself
[1939] 3:52:42	so there's there's some very interesting things that Dynamics going on there
[1940] 3:52:47	but as far as his power is concerned he's a second-rate adversary
[1941] 3:53:01	[Music] so so you know I mean look I mean these are
[1942] 3:53:08	uh we we have to we have we're using imperative terms here okay
[1943] 3:53:15	compared to us he's phenomenally powerful
[1944] 3:53:20	he's intelligent he's old
[1945] 3:53:25	he's ancient he has seen civilizations rise and fall
[1946] 3:53:31	he is communicated in their languages he's much smarter than us
[1947] 3:53:37	and he's playing a long game but
[1948] 3:53:45	he is still nothing compared to the immeasurable Majesty of God himself
[1949] 3:53:54	God created the universe has the power to to create it all
[1950] 3:54:02	this that thing's emotion to lay down the foundations of the universe
[1951] 3:54:09	and to save us from our sins
[1952] 3:54:14	greater is he who lives in us than he who lives in the world
[1953] 3:54:21	Satan is a defeated enemy he's just biting his time
[1954] 3:54:27	he's trying to stretch this thing out as long as he can that's what he's trying to do until the fullness of the Gentiles is
[1955] 3:54:33	complete and then he's done
[1956] 3:54:38	so I think that's a great note to end on because ultimately we serve a great God
[1957] 3:54:48	and a great Messiah you know our sins are forgiven
[1958] 3:54:55	We Are The Victors through Jesus Christ
[1959] 3:55:02	and the devil you know he may he may
[1960] 3:55:07	persecute us he may torment us he may send others against us
[1961] 3:55:15	but he can't defeat us because he can't defeat God himself
[1962] 3:55:22	yes they might have their little victories here and there but God has the big victory the victory
[1963] 3:55:31	is over it's it's done it's a it's a fatal complete
[1964] 3:55:37	beta complete and there's nothing the forces of Darkness can do about that
[1965] 3:55:45	Christ defeated Death At The Cross debated sin and death at the cross
[1966] 3:55:54	and that is the Blessed hope you know it's not this world
[1967] 3:56:00	it's the world to come and the resurrection of the body the ultimate conquering of death
[1968] 3:56:10	so anyway on that note I want to thank you very much for that Super Chat it was a great super chat again we are we're
[1969] 3:56:17	hitting midnight now everyone here is absolutely exhausted so we are actually going to call it a night at this point
[1970] 3:56:24	uh I want to thank everyone for joining us tonight it was a great live stream with
[1971] 3:56:30	lots of wonderful questions I want to thank all the super Chatters who are helping us uh support this work of ours
[1972] 3:56:37	we really really appreciate the contributions and the support uh what
[1973] 3:56:43	you do puts food on our table and we so very much appreciate it also want to
[1974] 3:56:48	thank our patreon supporters who um who really really help us keep me our
[1975] 3:56:54	equipment maintained we we need that and we really really
[1976] 3:56:59	appreciate that we also want to thank our regular subscribers and who watch
[1977] 3:57:05	our videos who basically share Links of our videos to other social media
[1978] 3:57:10	platforms that helps get the message out and if you're not a subscriber already please consider hitting that subscribe
[1979] 3:57:17	button and the notification button so you don't miss out on any of our content with that said I want to wish you a
[1980] 3:57:23	great night thank you very much for watching and I will see you next time on Ancient Egypt and the Bible good night
[1981] 3:57:30	everyone foreign [Music]
