[0] 0:01	foreign [Music]
[1805] 3:29:39	it's it's really Shepherds is really a fundamentalist school and it's really got uh theological axis of grind and
[1806] 3:29:48	they don't care who they hire as long as they they hire the people that grind
[1807] 3:29:54	that theological Acts let me put it this way uh Shepherd's Seminary has had such luminaries on
[1808] 3:30:00	their faculty as Douglas petrovich Titus Kennedy and
[1809] 3:30:06	um um Josh Kramer so you know
[1810] 3:30:11	you know that's that's a I mean if you're if you're one right after the other you know
[1811] 3:30:18	hiring real bozos um man that's not a good that's not a good
[1812] 3:30:24	good start let's see who else would I say to avoid
[1813] 3:30:30	um
[1814] 3:30:36	I would probably avoid Bethel as well um Bethel Seminary I would probably
[1815] 3:30:43	avoid uh because of its declining standards over the years
[1816] 3:30:49	um it's you get the materials from bathrooms actually doesn't sound that bad
[1817] 3:30:55	it actually sounds pretty good um but Bethel has has had just such
[1818] 3:31:02	declining standards that I don't think it's um
[1819] 3:31:07	and I'll include one more one more very very
[1820] 3:31:14	uh another Seminary I would avoid which is the Vancouver School of Theology
[1821] 3:31:20	super woke
[1822] 3:31:25	I would avoid them too
[1823] 3:31:31	um uh Princeton Theological Seminary
[1824] 3:31:37	I don't know that much about it used to have a great
[1825] 3:31:43	reputation I don't know what its reputation is today so I'd have to give I I don't know
[1826] 3:31:48	Princeton's uh uh where they are on things today
[1827] 3:31:54	uh Trinity Bible College and Theological Seminary
[1828] 3:32:00	has some issues this is one I would sort of be cautious about I wouldn't say no
[1829] 3:32:06	but I'd definitely be cautious um Trinity Bible College and Theological
[1830] 3:32:11	Seminary has got um I know they're trying to improve their
[1831] 3:32:17	standards okay they were once a degree Mill I don't think they are quite a degree Mill
[1832] 3:32:22	anymore um but at the same time two there have
[1833] 3:32:28	still been reports coming out of them of uh inconsistent um educational standards and I don't
[1834] 3:32:34	think there's there's still not quite doing enough to turn it around
[1835] 3:32:40	now I think they could I I think it's possible for Trinity graduate school and Theological Seminary
[1836] 3:32:46	to turn this thing around and there have been degree models that have completely successfully
[1837] 3:32:53	um you know gone from the green meal to fully bona fide Seminary you know uh
[1838] 3:32:58	with good accredited standards uh Liberty University is one of them you
[1839] 3:33:04	know Liberties start off as a virtual degree Mill you know today it's actually a bona fide program
[1840] 3:33:10	so you know it can happen it can definitely happen where a degree Mill can can turn its standards completely
[1841] 3:33:17	around but it does take a concerted effort and it does take a institutional change that
[1842] 3:33:24	comes from the from the top and um
[1843] 3:33:29	while I see some efforts there a I think more needs to be done
[1844] 3:33:38	so anyway that's sort of um a Kohl's notes version of what I
[1845] 3:33:43	would recommend and what I wouldn't so
[1846] 3:33:48	anyway uh thank you very much for the Super Chat very much appreciate and that's my opinion on these things and it
[1847] 3:33:53	is just my opinion so feel free to take it with the proverbial grain of salt
[1848] 3:34:07	uh Tony G for 999 thank you for the Super Chat what kind of gray did Old Testament
[1849] 3:34:15	Joseph collect and store for the eventual seven years of famine how could
[1850] 3:34:20	he have protected it from spoilage or Vermin was the standard practice in Egypt Yes actually it was the storage of
[1851] 3:34:27	grain was standard practice in Egypt and it was stored in large jars large
[1852] 3:34:33	almost and forest-sized jars okay and these were sealed with wax
[1853] 3:34:40	Silverman was not getting in so in the right conditions you take that
[1854] 3:34:47	and those amphora full of grain and you stick them under the store silos which
[1855] 3:34:52	were made of Bud brick which had moderate temperatures not too hot not too cold Graham could stay good in those
[1856] 3:34:59	conditions for years uh there wasn't any water so those those uh amphora kept the grain
[1857] 3:35:07	I mean bone dry I mean it was in a desert anyway so all the water in the M4 would have leached out anyway
[1858] 3:35:14	so yeah there was there was absolutely no problems with storing grain for you know decades potentially
[1859] 3:35:23	so now the kind of grain there were two kinds of grains that they stored which
[1860] 3:35:28	is emmer wheat at um barley
[1861] 3:35:34	so that was that was basically the bulk of the grains that uh Joseph collected
[1862] 3:35:39	so emmer and barley were the two now Emma was what your typical Egyptian ate
[1863] 3:35:47	The Barley was used for making beer which was used for water purification
[1864] 3:35:53	so those would be in the the two main grains that they would have and during a time of famine they would
[1865] 3:35:59	have eaten they would have eaten The Barley as well
[1866] 3:36:05	so that's and and yes this was standard practice in Egypt in fact it was commonly done
[1867] 3:36:11	or storing up Temple sacrifices by the Kings because there wasn't this wasn't a
[1868] 3:36:17	[Music] um they they didn't have currency they didn't have money in ancient Egypt it
[1869] 3:36:23	was completely a barter economy so when a king instituted their Mortuary
[1870] 3:36:30	cult for the afterlife they would store up food
[1871] 3:36:35	tons and tons and tons of food This Is How They assured uh that this
[1872] 3:36:41	offerings for the temple would last because once the king died there was no more money coming in for
[1873] 3:36:47	those those Temple offerings though the king had to store all those Temple offerings in his lifetime
[1874] 3:36:56	so this required acres and acres and Acres of storage facilities
[1875] 3:37:02	just to store grains and salted Meats they also did salted
[1876] 3:37:07	Meats this way too yes absolutely the priest did get to eat
[1877] 3:37:14	the offerings so the way uh the way this happened was the H Temple would have its own Bakery
[1878] 3:37:22	and slaughterhouse so they would they would take the um
[1879] 3:37:28	they would bake the loaves present them in front of gods and then those lows would be collected at the end of the day
[1880] 3:37:35	and then distributed to the priests okay oh yeah the families were allowed to eat
[1881] 3:37:41	it once once they were in the possession of the priest the priest could do anything they wanted with the loaves okay
[1882] 3:37:47	so they would sell some to to uh other people like commoners they would take
[1883] 3:37:54	some for their families you know it was up to the priests at that point how they distributed it
[1884] 3:38:00	but the general intent was that you know they would because they'd get another ration
[1885] 3:38:05	you know anything in excess of their personal needs would then be sold off to
[1886] 3:38:11	the community so this is how say these military Cults
[1887] 3:38:17	lasted for a 100 200 years like for example The Cult of romsey's
[1888] 3:38:24	the second lasted about 200 years and the reason why it stopped was because it ran out of food
[1889] 3:38:31	but you know that's that's a long time to preserve that food
[1890] 3:38:36	you know that's a long long time you know 200 years is a long time to for for food to last in any sort of situation
[1891] 3:38:43	but again there's no moisture no moisture
[1892] 3:38:49	no bugs to get in staying good yeah that food is going to stay good I
[1893] 3:38:56	mean it's not going to be useful for planting it'll still be edible
[1894] 3:39:01	it'll still be edible yeah it tastes like cardboard maybe but it'd still be edible
[1895] 3:39:06	it would still provide nutrition you know the carbohydrates in the in the
[1896] 3:39:12	wheat are not going to break down uh is will it be as nutritious as fresh
[1897] 3:39:18	wheat probably not but you know if you're surviving you know
[1898] 3:39:23	you might trade it for say you know fresher grains maybe we don't exactly know how how the
[1899] 3:39:31	practice of the trade happened but we do know that and um
[1900] 3:39:38	it was a very good book called um Divine households
[1901] 3:39:45	that talked about this whole practice of
[1902] 3:39:51	of the distribution of money uh of of wealth in Egypt uh through the
[1903] 3:39:58	through the temple system see if I can find it here
[1904] 3:40:11	um but yeah okay
[1905] 3:40:19	um DJJ herring uh was the author of it and
[1906] 3:40:26	um yeah he talks about how he talks about the administrative and
[1907] 3:40:32	economic aspects of New Kingdom Royal Memorial temples
[1908] 3:40:39	and basically how the whole practice of food distribution was done so yes
[1909] 3:40:46	Georgia food really common storage for food for centuries
[1910] 3:40:52	also done and it was protected from spoilage
[1911] 3:40:57	so anyway thank you very much for the Super Chat I hope that helped very very much appreciate that Super Chat
[1912] 3:41:17	foreign
[1913] 3:41:24	I think we are at the end of the super chats very close to the end
[1914] 3:41:38	all right we are at the end of Super Chat so uh it's quarter to midnight I do have to get up for work in the morning
[1915] 3:41:47	hmm one or two more will take one or two
[1916] 3:41:52	more non-super chats and then we're gonna call it a night because I do want to get to bed on a decent time
[1917] 3:41:57	so I see um a question at the bonbot at the very end here
[1918] 3:42:03	which is Dr Fogg do you know any Arabic for when you go to Egypt
[1919] 3:42:09	I've heard they aren't very good at English in Egypt today it depends some of them know English
[1920] 3:42:16	quite well you can get by with with mostly English in Egypt
[1921] 3:42:21	foreign
[1922] 3:42:28	you I I did learn how to do Arabic numbers because the one thing that the arabics
[1923] 3:42:35	don't do is use English numbers not very often so if you really want to get by in Egypt
[1924] 3:42:43	you can probably know mostly English and and be fine but learn the Arabic numbers
[1925] 3:42:48	Arabic numbers are super easy too because they're almost exactly like uh I mean our numbers are based on Arabic
[1926] 3:42:55	numbers so they look very very similar if you want to negotiate if you want to
[1927] 3:43:01	uh barter or um haggle I mean you haggle for everything in Egypt
[1928] 3:43:06	the only thing you don't haggle for in Egypt is is uh your tab in a restaurant
[1929] 3:43:13	okay so restaurants are off limits for haggling but almost everything else in Egypt is
[1930] 3:43:19	haggled um even um so you know
[1931] 3:43:26	so that's uh that's I think I think the the thing is that and and some people
[1932] 3:43:32	will know English fluently in Egypt a large number of the population unless
[1933] 3:43:39	you get out into the real rural rural areas if you're way out in the outback yeah
[1934] 3:43:44	they might might not know English but most places where say tourists will go
[1935] 3:43:50	they will know English um like for example you go to to uh to
[1936] 3:43:56	Luxor they'll know English you can go up to aswam they'll know English you go into to a small town that almost
[1937] 3:44:04	sees never sees a tourist like contir they won't speak English they don't
[1938] 3:44:09	speak English now I do know a tiny smidgen of Arabic I
[1939] 3:44:16	don't know much I can sometimes follow along a conversation I can't communicate
[1940] 3:44:21	so when I I can sit down and listen to a conversation in Arabic and I can understand some of it
[1941] 3:44:28	but I don't understand it all not even close
[1942] 3:44:34	um my my knowledge on Arabic is very weak but again uh for getting by in
[1943] 3:44:39	Egypt you mostly don't need it it does help though to learn the it does help to
[1944] 3:44:45	learn the writing system and the numbers um I did learn how to read perfect even
[1945] 3:44:51	if I don't understand the language itself so I learned I learned a bit of how to to read the lettering
[1946] 3:44:58	and that was very helpful when I actually had to take the train to um to Aswan
[1947] 3:45:04	uh because the signs weren't in English there were no English signs for the
[1948] 3:45:10	train station so I actually had to read Aswan in Arabic to figure out which which platform I needed to get on the
[1949] 3:45:16	train hmm so
[1950] 3:45:22	it does help it does help I I will admit it does help to learn at least
[1951] 3:45:28	some Arabic when going over there but you'll be surprised how many of them
[1952] 3:45:34	know English very well in fact most of them I mean even kids there's even a whole lot of of young
[1953] 3:45:41	people that that know English very well and even though the culture is well
[1954] 3:45:47	which could be disconcerting sometimes oh yeah
[1955] 3:45:52	there was one time when I was in the Suga suga's a uh is like the bizarre
[1956] 3:45:58	it's a place where goods are bought and sold
[1957] 3:46:03	and there was this this teenager about 13 comes up to me and he goes hey mister
[1958] 3:46:09	want to buy a scarf and I really wasn't interested in the scarf and so I I lowballed the price because it easy
[1959] 3:46:16	wasn't gonna let me get away without one so I gave him a ridiculously low price
[1960] 3:46:23	and he said to me why do you have to be so Scottish
[1961] 3:46:28	[Laughter] well
[1962] 3:46:38	Scott's reputation has proceeded now
[1963] 3:46:43	well I replied well if it ain't Scottish it's crap
[1964] 3:46:56	so they do know the culture do they knew no they do know the culture of of
[1965] 3:47:01	English society you know um
[1966] 3:47:07	I mean they they have they have they have learned a lot about the Western culture so you know yes they are
[1967] 3:47:14	definitely an Eastern culture being uh an Arabic Nation but they've also got a lot of
[1968] 3:47:20	interaction with with English uh speaking society as well
[1969] 3:47:25	[Laughter]
[1970] 3:47:31	so anyway um yeah you can get easily get by in in
[1971] 3:47:36	Egypt in Egypt uh just by knowing English but it also is very helpful if you do
[1972] 3:47:42	learn a little Arabic and especially the numbers uh they'll save you a lot of problems
[1973] 3:47:49	so anyway thank you very much for the question very much appreciated I'm going to take one more question and I'm going
[1974] 3:47:55	to call it a night so
[1975] 3:48:11	and here we go we'll take this last Bonbon question and this will be the last one for the night
[1976] 3:48:18	did ancient Egyptians eat bourbon no
[1977] 3:48:23	yuck gross
[1978] 3:48:29	disease yeah I mean they didn't eat vermin um they actually had the Egyptians had
[1979] 3:48:35	pretty tough standards as to what was clean and unclean
[1980] 3:48:41	um it was pretty interesting when you talk about uh diets uh dietary standards in
[1981] 3:48:48	ancient Egypt um Egypt was more or less a beef eating
[1982] 3:48:55	culture it was more or less a beef eating culture um
[1983] 3:49:00	just because of the way agriculture developed in Egypt
[1984] 3:49:06	so but they would also eat stuff like fish
[1985] 3:49:12	they ate especially geese geese and Ducks geese ducks and quails were on the
[1986] 3:49:18	menu so that was that was definitely uh within what they would eat
[1987] 3:49:26	they would stay away from stuff uh like if you were a priest you probably were
[1988] 3:49:32	not permitted to eat fish uh for some reason fish was off limits
[1989] 3:49:38	to priests especially in the late period
[1990] 3:49:43	it is very strange it's not something uh yesterday pigeons too
[1991] 3:49:49	uh pigeons were on the menu I mean I consider pigeons to be flying rats but they ate pigeons they still eat
[1992] 3:49:57	pigeons uh
[1993] 3:50:03	they uh unless you were part of say the cult of
[1994] 3:50:09	Seth you did not eat pork pork was taboo uh Park was off limits pork wasn't clean
[1995] 3:50:17	but we do have a few instances where say followers of the cult of Seth Woody pork
[1996] 3:50:23	like once a year for special occasions but generally uh pork farming as well as
[1997] 3:50:31	pork eating was forbidden they did not eat horse
[1998] 3:50:38	they did not eat dog they did not eat cats and they certainly did not eat rodents
[1999] 3:50:48	um so there was definitely uh do not eat uh
[2000] 3:50:54	stuff on the do not eat list foreign we also found that they also did
[2001] 3:51:01	not eat reptiles Okay so snakes wouldn't be eaten
[2002] 3:51:07	uh frogs wouldn't be eaten crocodiles were not eaten also not eaten was hippo
[2003] 3:51:15	they did not eat hippo so those animals were either mummified or
[2004] 3:51:21	just discarded and killed so that's sort of um
[2005] 3:51:27	yeah hyenas would also not be eaten jackals would not be eaten I can't think of any much more in the
[2006] 3:51:33	way of wildlife in Egypt than that but uh you did get say the acadians say
[2007] 3:51:41	the um Nile Delta at least until the end of the
[2008] 3:51:48	first intermediate period you did get gazelle coming in there and that they would be eaten they would eat the
[2009] 3:51:54	gazelle ducky pigeon
[2010] 3:52:03	[Laughter] see if I could pull that one up
[2011] 3:52:11	uh me pulling up the Kentucky Fried pigeon hey can I get a 300 piece Bucket
[2012] 3:52:17	please um now I tried pigeon when I was in Egypt um I'm a very adventurous eater I I'll
[2013] 3:52:24	try anything once it was two pigeons with a lot of stuffing in them and they
[2014] 3:52:31	would dry oh man not good I I did not like pigeon did
[2015] 3:52:37	not care for Pigeon at all um yeah most cultures will use them in a
[2016] 3:52:45	stew but the Egyptians don't stew pigeon they roast pigeon
[2017] 3:52:50	so it was very dry it was not good at all
[2018] 3:52:55	um I've had camel I really like camel camel was delicious
[2019] 3:53:02	um absolutely delicious
[2020] 3:53:09	Kiara said it makes me sad every time I hear you talk about eating camel
[2021] 3:53:16	it's just so good what can I say the cutest thing
[2022] 3:53:21	you know it's only the cutest animals that are the most tasty
[2023] 3:53:31	mm-hmm yeah the thing about that eating camel though is it has to be young camel
[2024] 3:53:39	and it has to be braised
[2025] 3:53:44	uh is camel me too yes it's very chewy if
[2026] 3:53:50	if it's not properly prepared now the stuff I had was so tender and succulent it was just
[2027] 3:53:57	oh it was so good so good so soft so tender and
[2028] 3:54:08	yeah please don't uh please don't talk about eating rabbits here
[2029] 3:54:14	um we don't care for that on this channel okay
[2030] 3:54:19	um yeah you see it's just encouraged it
[2031] 3:54:32	okay
[2032] 3:54:42	so anyway um yeah there's there the Egyptians definitely had stuff that was on and off
[2033] 3:54:48	limits of what they ate um a lot of it would um depend on uh some of it was religious
[2034] 3:54:55	taboo some of it was agricultural taboo uh overall
[2035] 3:55:02	um the the rules were more more along the lines of what would they allow
[2036] 3:55:08	agriculturally than anything else we do know that they heard it also goats
[2037] 3:55:13	and sheep but that sort of trailed off us through the Middle Kingdom after the Middle
[2038] 3:55:18	Kingdom you saw less and less Egyptians eating goat and
[2039] 3:55:25	a sheep at least until say the ptolemaic period went in once again uh was uh
[2040] 3:55:31	something that Egyptians once again did so anyway that's going to be the last question of the night
[2041] 3:55:38	I um want to thank everyone who joined us tonight I want to thank the super chapters who
[2042] 3:55:45	helped support this Channel and to keep things going I also want to thank our patreon uh
[2043] 3:55:52	subscribers that you know generously support this Channel with not nearly as enough thanks or rewards so we do
[2044] 3:55:59	appreciate their help especially when it comes to improving our equipment we just
[2045] 3:56:04	recently were able to upgrade um PC I'm actually filming on right now
[2046] 3:56:09	thanks to their generous support so very much appreciated it definitely needed it
[2047] 3:56:16	so I want to thank them I also want to thank our regular subscribers who who
[2048] 3:56:24	watch our videos who hit the likes and who share our videos on other social
[2049] 3:56:30	media this brings new subscribers to the channel and we really really appreciate
[2050] 3:56:35	that so with that said we want to wish everyone a great night thank you very much for watching and I will see you
[2051] 3:56:40	next time on Ancient Egypt and the Bible foreign
[2052] 3:56:49	[Music]
