[0] 2:51	Heat. Heat.
[719] 41:01	you want, as I say, a 100,000 words in
[720] 41:04	in 10 months, and it can break down
[721] 41:06	really really easily. Um,
[722] 41:10	uh, it's a very easy unit to break down
[723] 41:13	for for per for page size. And 384 words
[724] 41:15	is about a page and a half. It's not
[725] 41:17	much,
[726] 41:19	but if you
[727] 41:22	if you write 384 words a day and that's
[728] 41:26	it, you will have a 100,000 words in 10
[729] 41:29	months, that's equivalent to two short
[730] 41:32	novels or a very very large book.
[731] 41:38	So,
[732] 41:39	so um it's a useful it's a useful uh
[733] 41:43	tool to
[734] 41:45	um to to basically monitor the pace at
[735] 41:49	which you're writing. Uh like for
[736] 41:51	example
[737] 41:53	um today I wrote 15 folks that's 5,000
[738] 41:58	words.
[739] 42:00	So that's a lot of writing to do in a
[740] 42:03	day. That's like 10% of a book.
[741] 42:10	Now, I don't write that much every day,
[742] 42:13	but sometimes I get in the mood and I I
[743] 42:16	can write that. So,
[744] 42:20	yeah. Raent Smurf says here,
[745] 42:23	uh, Philosopher Stone and Chamber
[746] 42:25	Secrets were both under 80K. I like to
[747] 42:28	keep my novels around 80K.
[748] 42:31	Um, I like it. I I I think it's a good
[749] 42:34	sweet spot for a book. Um it's not too
[750] 42:38	much. Um and it's not too it's not too
[751] 42:42	expensive to produce. Uh most people are
[752] 42:45	comfortable with that. They think they
[753] 42:46	get their their at at 80k most readers
[754] 42:49	think they get their money's worth. At
[755] 42:51	the same time too, they're also um
[756] 42:55	getting enough story that that they felt
[757] 42:58	feel immersed in the world. So, I like
[758] 43:01	ADK as a benchmark for a um
[759] 43:06	um for a novel length work.
[760] 43:11	So,
[761] 43:16	okay.
[762] 43:18	Raing Smurf says, "Unfortunately, I
[763] 43:21	don't have the gift of brevity and
[764] 43:23	rating. Have improved it, but still
[765] 43:25	bad." Uh brevity is a good thing. Revity
[766] 43:29	is a good thing. People don't want us to
[767] 43:31	read a lot of purple pros anymore. So,
[768] 43:38	>> yeah, the hero's journey is kind of pass
[769] 43:40	now, but it's people who still do it.
[770] 43:44	Like Brandon Sanderson still does the
[771] 43:46	hero's journey. I don't like it myself,
[772] 43:47	but
[773] 43:52	Okay, let's move on to the next one
[774] 43:53	here. Uh, next super chat here is from
[775] 43:56	Striding Hermit for $5. Uh, thank you
[776] 43:59	for the super chat.
[777] 44:02	Uh, does our sin nature cause us to feel
[778] 44:05	pain when standing in the presence of
[779] 44:07	God?
[780] 44:09	Yes, it um this is called theologians
[781] 44:12	call this the um uh the trauma of
[782] 44:15	holiness
[783] 44:16	where our sin nature causes us to to
[784] 44:20	feel anxiety, pain, fear. Fear's the big
[785] 44:25	one. You know, it's why angels when they
[786] 44:29	when they approach sinful humans, first
[787] 44:31	thing that comes out of their mouth is
[788] 44:32	fear not because the holiness they exude
[789] 44:37	is enough that our sin nature basically
[790] 44:42	um doesn't like it very much.
[791] 44:46	So,
[792] 44:51	so yeah, basically the um um say um
[793] 44:55	God's energies and his holiness is
[794] 44:59	enough to make people with their sin
[795] 45:02	nature feel pain
[796] 45:05	um of various kinds, emotional,
[797] 45:08	physical, traumatic, that sort of thing.
[798] 45:11	So,
[799] 45:13	so absolutely.
[800] 45:15	Um,
[801] 45:17	so I hope that helps. Thank you very
[802] 45:19	much for that super chat. Really
[803] 45:21	appreciate it.
[804] 45:29	Raing Smurf says, "Reminds me of the
[805] 45:31	dread and terror the demon-possessed
[806] 45:33	seem to uh seem to to react within the
[807] 45:37	gospels." Yeah, it is. Oh, yeah.
[808] 45:40	uh very very much so. Uh in fact the
[809] 45:44	more the sin the more the the the
[810] 45:47	possession the more the pain and the
[811] 45:49	agony you know with with in the presence
[812] 45:51	of God. So
[813] 45:56	uh in fact uh there's a whole theory of
[814] 45:58	hell just based upon that idea uh called
[815] 46:02	the table light
[816] 46:04	where the idea is that the energies of
[817] 46:07	God
[818] 46:08	um
[819] 46:12	are radiating in hell and that's what's
[820] 46:16	really causing the pain and the agony of
[821] 46:19	those who have uh disch chosen the
[822] 46:23	second death.
[823] 46:25	It's not that there's so much actively
[824] 46:27	punished as much as the action of the
[825] 46:30	punishment comes from the interaction
[826] 46:33	between the sin of the unbeliever and
[827] 46:36	the table light.
[828] 46:38	So, so there's a whole there's a whole
[829] 46:40	theory of of eternal conscious torment
[830] 46:44	that's that's oriented around that
[831] 46:46	concept. So,
[832] 46:51	all right. Next one here, uh, from
[833] 46:54	striding hermit for $5. Thank you very
[834] 46:56	much for the super chat.
[835] 46:58	Another writing question. Do you think
[836] 47:00	repetition is as underused or
[837] 47:04	misunderstood technique?
[838] 47:06	Um, I will say this about repetition.
[839] 47:10	Um,
[840] 47:12	it's one of those techniques that you
[841] 47:14	have to use cautiously as a writer.
[842] 47:17	There was a time when it was really in
[843] 47:19	vogue.
[844] 47:20	Um, today not so much. Today, uh, most
[845] 47:26	readers have a very small tolerance for
[846] 47:28	repetition. Now, it still can be used
[847] 47:31	artfully.
[848] 47:32	Um, but, uh, especially in when you're
[849] 47:36	when you want to do things such as
[850] 47:37	alliteration
[851] 47:39	and that that can be very effective. uh
[852] 47:43	that sort of of thing can be very very
[853] 47:46	effective or repetition as a keyword as
[854] 47:50	Ryan Cohen campuses inconceivable.
[855] 47:59	Yeah. I mean uh use of a of a of a of an
[856] 48:02	identifying marker
[857] 48:05	in character dialogue like inconceivable
[858] 48:10	uh is is very a very effective dialogue
[859] 48:13	device.
[860] 48:15	So,
[861] 48:17	um,
[862] 48:19	you know, um, I use that in Reoquery of
[863] 48:23	the Dead where Pier Chin keeps going
[864] 48:26	right
[865] 48:29	right
[866] 48:33	not knowing Chin Peter
[867] 48:35	>> I was
[868] 48:36	>> Oh, yeah. Peter Chin in in Reoquery of
[869] 48:39	the Dead. he keeps using as his tag
[870] 48:42	word. Right?
[871] 48:47	So that's one of those cases where a
[872] 48:49	repetition is very very effective. You
[873] 48:53	know who's speaking by the tag word.
[874] 48:57	So it can be really effective. It's just
[875] 49:00	you've got to use it sparingly.
[876] 49:03	>> It may be a captain but he's
[877] 49:08	>> Yeah. Captain Bard make it so or engage.
[878] 49:13	>> Yeah.
[879] 49:13	>> Which is spook the one we like do that.
[880] 49:23	>> So um so yeah, repetition in in in in
[881] 49:27	writing can be effective, but as I said,
[882] 49:31	modern readers have a low tolerance for
[883] 49:34	it. So, you're better off using it in
[884] 49:37	dialogue or in particular artful phrases
[885] 49:42	more than you want to use it in a
[886] 49:44	consistent manner.
[887] 49:50	Uh, Dark Blade goes, "Does a scumbag
[888] 49:52	youth pastor have any verbal
[889] 49:54	identifiers?" No, he's just a creep.
[890] 49:58	Dude's just a creep.
[891] 50:04	All right, let's get back up here.
[892] 50:07	Come on.
[893] 50:19	All right.
[894] 50:21	Uh, at Ministries has the next question
[895] 50:24	here
[896] 50:28	uh for 199. Thank you for the super
[897] 50:30	chat. Is it sinful to attend
[898] 50:32	non-denominational churches? No.
[899] 50:37	No. Um, as long as they're real
[900] 50:39	Christian churches, they are part of the
[901] 50:42	church universal. And if they're part of
[902] 50:45	the church universal, it's not sinful to
[903] 50:47	attend non-denominational churches.
[904] 50:50	Okay? Uh, that's not to say that
[905] 50:54	non-denominational churches
[906] 50:56	don't have problems. Some of them do. Uh
[907] 51:00	some small non-denominational churches
[908] 51:02	have really big problems.
[909] 51:05	Uh
[910] 51:06	>> but then denominations
[911] 51:08	>> but then again some denominational
[912] 51:09	churches do too. Yeah.
[913] 51:14	So
[914] 51:15	it's as again it's not sinful to attend
[915] 51:18	a non-denominational church per se, but
[916] 51:22	you also kind of have to get know what
[917] 51:24	you're getting when you do go with a
[918] 51:26	non-denominational church. Sometimes
[919] 51:30	uh you're not getting what you think
[920] 51:33	you're getting. So what is ham?
[921] 51:42	Did I just get hung up here?
[922] 51:57	Okay, my browser has decided to choke.
[923] 52:01	Lovely.
[924] 52:04	That's always fun.
[925] 52:08	Yeah, but um Firefox is choked on me.
[926] 52:17	So, it's just going to I need to get my
[927] 52:19	control panel back up.
[928] 52:23	Just a second.
[929] 52:35	This be just a second. I just have to
[930] 52:37	get my control panel back up here.
[931] 52:50	X
[932] 53:05	Okay.
[933] 53:08	I just love when YouTube just throttles
[934] 53:11	on me. Very fun. Okay. So, anyway, I
[935] 53:14	hope that helped at Ministries. Thank
[936] 53:16	you very much for that super chat. Very
[937] 53:18	much appreciated.
[938] 53:28	Uh, okay. Let me take that. Um, Dark
[939] 53:31	Blade asks, "Is it sinful to start your
[940] 53:33	own non-denominational church?" Depends
[941] 53:36	upon the reason.
[942] 53:39	Okay.
[943] 53:40	Uh, if you start your own
[944] 53:42	non-denominational church because you
[945] 53:44	want to spread the gospel of Jesus
[946] 53:45	Christ, then absolutely there's no
[947] 53:48	nothing wrong with it. If you want to
[948] 53:50	start your own non non-denominational
[949] 53:53	church to avoid accountability,
[950] 53:55	yeah, that's sinful. Um we have seen
[951] 53:59	this
[952] 54:01	um
[953] 54:04	where some people do start their own
[954] 54:06	churches to avoid accountability
[955] 54:11	um to avoid
[956] 54:14	uh say
[957] 54:17	certain um what is this?
[958] 54:23	uh accountability with certain sexual
[959] 54:25	practices
[960] 54:28	like a certain four-time married
[961] 54:32	creationist that we shall not mention
[962] 54:34	here by name who is not really married
[963] 54:37	the three times
[964] 54:41	>> or just
[965] 54:43	>> to avoid accounting the taxes. Yeah,
[966] 54:45	that's another reason.
[967] 54:46	>> Um
[968] 54:49	they got kicked out of their
[969] 54:50	denomination.
[970] 54:51	>> Yes. Sometimes people will do this
[971] 54:53	>> preaching
[972] 54:55	people felt wasn't really
[973] 55:02	>> Mhm. Yeah. So there's
[974] 55:11	dark blade. Wait, now he's on four
[975] 55:13	marriages. Yeah, he's on four
[976] 55:18	and they're not real marriages. Okay. Um
[977] 55:22	they're basically um they're basically
[978] 55:25	him and a woman getting together
[979] 55:30	and and um
[980] 55:33	the guy essentially with his own theme
[981] 55:35	park blessed his own marriage.
[982] 55:44	So,
[983] 55:46	uh, I mean, he's this guy's so infamous
[984] 55:48	that you everyone knows who he is. And
[985] 55:51	yes, there has been some in the in the
[986] 55:53	chat that have probably guessed it
[987] 55:55	already.
[988] 55:57	All right, so
[989] 56:01	uh, next question here.
[990] 56:06	Mr. Herman for $5. Thank you for the
[991] 56:08	super chat.
[992] 56:10	Mark 12 28-34.
[993] 56:12	How high of a compliment was this from
[994] 56:15	Jesus?
[995] 56:17	Let's take a look at the Bible.
[996] 56:20	Okay. Matthew
[997] 56:23	12
[998] 56:26	uh 28
[999] 56:32	and to 34. And the text reads, "But if I
[1000] 56:35	cast out demons by the spirit of God,
[1001] 56:37	then the kingdom of God has come upon
[1002] 56:39	you.
[1003] 56:41	Or how can anyone enter into the strong
[1004] 56:45	man's house and carry off his Wait, it's
[1005] 56:47	Mark. Sorry, I got the wrong book. That
[1006] 56:49	would help help if I get the right book.
[1007] 56:53	12 uh 28.
[1008] 56:57	I try this again.
[1009] 57:00	And one scribes claim and heard him
[1010] 57:02	heard them arguing and recognized that
[1011] 57:04	he had answered them well. Asked asked
[1012] 57:07	him, "What commandment is the foremost
[1013] 57:09	of all?" And Jesus asked, "The foremost
[1014] 57:12	is here, O Israel. The Lord your God is
[1015] 57:15	one Lord. And you shall love the Lord
[1016] 57:17	your God with all your heart, with all
[1017] 57:18	your soul, with all your mind, and with
[1018] 57:20	all your strength. The second is this.
[1019] 57:23	You shall love your neighbor as
[1020] 57:25	yourself. There is no other commandment
[1021] 57:27	greater than these."
[1022] 57:30	And the scribe said to him, "Wright,
[1023] 57:31	teacher, you have truly stated that he
[1024] 57:33	is one, and there is no one else besides
