[0] 0:00	e
[469] 57:30	it it can do some incredible things things it's not ready
[470] 57:36	for you know imagine if they had the atomic bomb in the by the Roman period
[471] 57:42	you know that would be that would have gotten very ugly
[472] 57:48	so so that's that's a lot of what's going on here is it's trying to delay
[473] 57:54	Mankind's development until it can be properly
[474] 57:59	um ethically taught so so yeah there's very much
[475] 58:06	there's very much and dosman World War Rome yeah yeah yeah
[476] 58:12	nobody wants that okay yeah imagine Rome with
[477] 58:22	icbms babelon with Firearms oh
[478] 58:27	boy yeah yeah not great not
[479] 58:37	great oh yeah yes bubble machines yes you could
[480] 58:43	say fat man's roaming around yeah yeah that's that would not be a good thing
[481] 58:49	not a good thing Jonathan Walker we'd all be dead
[482] 58:55	yeah we would be so this
[483] 59:04	is Jack Ray RO with ibms that's when I played civilization one
[484] 59:16	wow oh yeah there there are yeah like um Harry Turtle used to do do alternate
[485] 59:23	histories where what what would would happen if Rome had had nukes you know
[486] 59:29	that's uh yeah I mean he was he was the master of alternative
[487] 59:34	histories so so yeah I mean it's it's it's a lot of this is was just
[488] 59:42	to delay Mankind from you know getting ahead of itself so it's very interesting it's
[489] 59:49	very interesting to see that passage here written at this time
[490] 1:00:02	yeah I will not say that yeah so um so that's why God
[491] 1:00:09	scattered God scattered mankind so to delay to delay Mankind and to fulfill
[492] 1:00:16	his mandate in uh Genesis 9 so that's the two reasons scatter And
[493] 1:00:22	Delay so I hope that helps thank you very much for the Super Chat very much appreciate
[494] 1:00:28	it 18 Ministries for 499 thoughts on Everlasting father being better
[495] 1:00:34	translated as father of Eternity Isaiah 9:6 okay let's take a quick look at
[496] 1:00:42	this Isaiah 9 verse 6
[497] 1:00:49	here for a child will be born to us a son will be given to us and the government will rest on his shoulders
[498] 1:00:55	and his name will be called wonderful counselor uh mighty God uh Eternal
[499] 1:01:01	Father Prince of Peace now I'm going just take a peek at the
[500] 1:01:06	Hebrew here and the Hebrew does say see find it
[501] 1:01:15	[Music] here see
[502] 1:01:38	egyptions fors for [Laughter]
[503] 1:01:46	real oh there it is okay it's verse five in the Hebrew uh avad okay so oh there's
[504] 1:01:54	there it is in the Hebrew go back here so it's uh in the construct form uh
[505] 1:02:02	so father of Eternity is a better translation
[506] 1:02:07	so so yeah absolutely I think I think uh it is better translated as father of Eternity so I've got no problem with
[507] 1:02:14	that translation I think that's perfectly acceptable perfectly
[508] 1:02:20	acceptable so uh given the Hebrew here yeah absolutely would go for it
[509] 1:02:27	okay so hope that helps uh but yeah father of Eternity is a better
[510] 1:02:32	translation it's more
[511] 1:02:38	precise okay now 18 Ministries for 499 here asks an interesting question is
[512] 1:02:44	there a concern that Psalm 40 doesn't have quote but a body you have prepared
[513] 1:02:49	for me as in Hebrews 510 now let's take that
[514] 1:03:01	Hebrews 5 verse
[515] 1:03:07	10 uh 10 five sorry there's my dislexia kicking
[516] 1:03:13	in had a lot of that today
[517] 1:03:18	okay uh and the verse says therefore when he comes into the world he says sacrifice and offering thou has not
[518] 1:03:25	desired but a body thou Hast prepared okay then we go to
[519] 1:03:39	Psalm PSAL
[520] 1:03:46	Psalm 40 verse6
[521] 1:03:53	okay and 40 ver6 here sacrifice and meal offering thou does not desired my ears
[522] 1:04:00	has o has opened bird offering and sin offering thou has not required
[523] 1:04:05	now this is the mastic text where did the writer of of Hebrews get but a body
[524] 1:04:13	you have prepared for me from he gets it from the septu agent so if we go to the septu
[525] 1:04:24	agent if it does say sacrifice and offerings thou
[526] 1:04:30	would uh thou would not but a body hast thou prepared me okay so it is in the
[527] 1:04:38	septu agent so that's where he's getting this from so the writer of Hebrews is not
[528] 1:04:45	getting this directly from say the mastic text he's getting it from septu
[529] 1:04:50	agent so
[530] 1:04:57	and poui adds the interesting thought here the septent translators of the
[531] 1:05:03	Suter were generally more conservative which makes textual variance in the Psalms even more interesting yeah uh I
[532] 1:05:11	wonder what uh R's uh Jerome's luxa hebraica Edition says I don't know off
[533] 1:05:17	the top of my head but it'd be worth looking at uh looking at that Western uh um text type would be
[534] 1:05:23	very interesting but that where he's getting it um that's where he's getting
[535] 1:05:29	the but a body for you have prepared for me from he's getting this from the septu
[536] 1:05:34	agent and the Septuagint is sort of the common addition that was used back in
[537] 1:05:41	the first century so a lot of the New Testament writers when they
[538] 1:05:46	quote uh the Old Testament they're quoting from the septu agent so this is this is the this is the
[539] 1:05:54	common uh transl a of the day so I hope that helps thank you very
[540] 1:06:00	much for the Super Chat very much
[541] 1:06:08	appreciated at Ministry for 199 how far is a stone throw away Luke
[542] 1:06:18	22 Luke
[543] 1:06:24	22 verse
[544] 1:06:30	41 and he withdrew this is Christ uh from them about a stone's throw and he
[545] 1:06:35	knelt down and began to pray okay how far can you throw
[546] 1:06:44	Stone yeah I mean look I mean a major league baseball player is going to be able to throw a stone a lot further than
[547] 1:06:52	a lot of us yeah an Olympian shot putter can put
[548] 1:06:57	a put a lot lot of distance between him and a stone okay it's not really an
[549] 1:07:04	exact measurement and it's not meant to be an exact measurement but think of it
[550] 1:07:09	this way about 20 30 feet that's probably the best way of saying
[551] 1:07:15	it it's just a way of saying he puts some distance between himself and the yeah he didn't go to the next yeah he
[552] 1:07:23	didn't go to the next town he just sort of gave himself some distance
[553] 1:07:30	here so that's all he's saying by this so it's not an exact measurement it's
[554] 1:07:36	not meant to be an exact measurement it's meant to sort of suggest that he's
[555] 1:07:42	just putting some distance between him and the and the uh disciples without saying you know he's
[556] 1:07:49	in a different room or a different town or a different house okay so
[557] 1:07:57	so think of it as about as I said 20 30 feet that's probably as a good good shot
[558] 1:08:02	there so um
[559] 1:08:08	yeah this is this is as my producer says this is a give me a moment kind of verse
[560] 1:08:15	okay he's doing this in in semi seclusion that's the point of it he's
[561] 1:08:21	doing this in semi seclusion so he just needs a private
[562] 1:08:26	moment here
[563] 1:08:33	so hope that helps thank you very much for the Super Chat very much appreciate
[564] 1:08:41	it okay um next one here is also from uh at Ministries for
[565] 1:08:48	199 and thoughts on the aapos uh inscription okay yeah um it's not
[566] 1:08:55	incription it's a mosaic and it's a mosaic that was found
[567] 1:09:01	on a 3D Century church at megiddo very
[568] 1:09:07	interesting it's a very very interesting little inscription um it's not inscription
[569] 1:09:14	again it's a mosaic um it was aaptos was a woman she was a
[570] 1:09:22	woman who donated an offering table of some kind to this
