[0] 0:00	a
[1769] 3:25:27	these topics before it's just it was a
[1770] 3:25:34	mess it was a mess and now the whole apologetic Community is
[1771] 3:25:41	scrambling trying to do damage control over is is his utter
[1772] 3:25:48	incompetence and fumbling you know but I think
[1773] 3:25:55	too here's the thing like for example Gavin ortland tried to do a a comment
[1774] 3:26:01	where he tried to answer the questions that duza couldn't answer and
[1775] 3:26:08	couldn't answer well you know um but it's too late hores left the
[1776] 3:26:17	barn okay the damage is done there is no way the soua should
[1777] 3:26:26	ever have been build as an apologist
[1778] 3:26:31	ever now I'm gonna I'm gonna be any by himself or by anyone else he should have
[1779] 3:26:36	been disavowed before this thing went
[1780] 3:26:44	off now I'm going to say something here that I think is very
[1781] 3:26:51	important the reason why I am really hard on the Christian
[1782] 3:26:56	Community and I get this a lot you know people ask me you know all except for
[1783] 3:27:01	the atheists atheist say oh I never criticize the Christian Community they don't watch my channel
[1784] 3:27:15	obviously I am hard I am harder on the Christian Community than I am on the
[1785] 3:27:21	unbelieving community because someday some of these
[1786] 3:27:26	clowns are going to have real influence
[1787] 3:27:31	okay and because they have going to have real influence if they don't get their
[1788] 3:27:37	act in order before they have real influence this is the sort of thing that
[1789] 3:27:42	happens
[1790] 3:27:48	you know I I don't have a high opinion of a lot of of YouTubers who claim to be
[1791] 3:27:56	the $1 AP who who are the $1 apologists okay but I recognize that someday some
[1792] 3:28:03	of those people are going to have real influence and real a real
[1793] 3:28:10	audience and if we don't try to get them on straight and narrow now when they
[1794] 3:28:16	have no influence they're going to come to a point like
[1795] 3:28:23	duza where duza has a lot of influence and a
[1796] 3:28:28	platform and he's going to get up there and he's going to make a mess of
[1797] 3:28:37	it it was just it was embarrassing it was absolutely
[1798] 3:28:43	embarrassing he was unprepared he was ignorant
[1799] 3:28:51	and Cha yeah uh says IP got his act together before blowing it thank God for
[1800] 3:28:56	that yeah it wasn't easy it was not
[1801] 3:29:02	easy and I it took time it took
[1802] 3:29:12	time yeah I mean dusza made a real mess he made made a real
[1803] 3:29:18	mess and it's a black guy that's going to take a while for the Apologetics
[1804] 3:29:24	Community to to overcome going to take a long
[1805] 3:29:29	time um I mean and and frankly the Apologetics Community right now doesn't have a good
[1806] 3:29:35	reputation it's it's it's on it's on it's it's an engine running on fumes
[1807] 3:29:41	right now
[1808] 3:29:46	it's an engine running on fumes and codependency
[1809] 3:29:52	and it's awful it's really really awful what's what's what's what's going on in
[1810] 3:29:58	the Apologetics Community but this doesn't help this doesn't
[1811] 3:30:05	help so we got to get our our own house in order
[1812] 3:30:17	uh Alexis says asks real question why aren't experts ever invited to these
[1813] 3:30:22	very serious discussions all right two
[1814] 3:30:37	reasons all right two reasons uh one most academics will not
[1815] 3:30:43	accept that invitation second all is there also not offered
[1816] 3:30:48	that invitation because a lot of say skeptical debates are about punching
[1817] 3:30:58	down um I don't get invited to these [Laughter]
[1818] 3:31:08	debates okay I don't get invited to to to these debates because people don't
[1819] 3:31:15	like punching down okay or people don't like punching up
[1820] 3:31:21	sorry you know these Skeptics don't like punching up they want to punch
[1821] 3:31:26	down that's what they want to do they want to they want to basically show
[1822] 3:31:32	their intellectual superiority to to keep the money
[1823] 3:31:43	flowing cam leopard Dr folks still won't debate me on the South Fox
[1824] 3:31:48	Theory I mean a lot of here's the thing a lot of these people have followings on their YouTube
[1825] 3:31:57	channel and on patreon and if they were to lose
[1826] 3:32:03	debates that would affect the flow of the money no one wants to back a
[1827] 3:32:08	loser okay so for a lot of people in the skeptical Community they're being
[1828] 3:32:13	supported primarily through patreon so guys like OK Conor are basically making their living through
[1829] 3:32:22	patreon so if they start losing debates that's going to negatively
[1830] 3:32:29	affect how much income they get through patreon that could affect their
[1831] 3:32:35	livelihood okay so a guy like OK Conor is not going to pick somebody he thinks
[1832] 3:32:42	he's going to lose to even if it's a even if he it's someone he's that's
[1833] 3:32:47	potentially challenging too risky he's going to very very carefully
[1834] 3:32:55	curate who he picks to in a to be in opposition
[1835] 3:33:05	to follow the money yep
[1836] 3:33:11	um Alexis no money for losers exactly like Freeman ice cream is for
[1837] 3:33:21	[Laughter] winners uh Alex is a wonderful show of
[1838] 3:33:28	intellectual Integrity
[1839] 3:33:34	yeah it's pretty much though but that that's it you there's there's money involved in this there's money involved
[1840] 3:33:40	with this and you know I mean in our case it's okay we aren't collecting as
[1841] 3:33:47	much as we could we don't do many debates If Ever I mean I mean we we try
[1842] 3:33:53	to get a debate going with Jabari oazi because he kept shooting his mouth off and then like oh debate me bro and then
[1843] 3:34:00	he goes and I said okay goes oh sorry I'm busy can't do
[1844] 3:34:07	it
[1845] 3:34:13	okay um you know the fact is that a lot of
[1846] 3:34:20	these yeah is that too come allart due to good
[1847] 3:34:27	editing I'll never lose which is
[1848] 3:34:34	why yeah that is one of the stipulations I normally uh make is uh when I do a
[1849] 3:34:39	debate it has to be live
[1850] 3:34:48	yeah yeah the candy debate was was slightly edited and I didn't appreciate
[1851] 3:34:54	that but even worse you know he just took it down when he didn't like where
[1852] 3:34:59	it went so bubble machine I can only hear M Mr
[1853] 3:35:06	Krab saying in the same tone repeatedly money money money yeah
[1854] 3:35:19	yeah uh the C camil part well even live streams can have unfortunate quotes
[1855] 3:35:25	outages
[1856] 3:35:31	yeah uh Thomas Perez I remember him bullace lying to vocab about Egyptian creation Miss oh yeah oh yeah the guy
[1857] 3:35:38	the guy's completely incompetent he doesn't know what he's doing but uh got a big mouth and he won't put his he
[1858] 3:35:46	won't he won't he won't debate me at least he hasn't come to an agreement yet on debating
[1859] 3:35:58	me 807 okay let's go back to a
[1860] 3:36:10	question okay a 807 you said
[1861] 3:36:20	there one I also want to take at 11:07
[1862] 3:36:43	see me a while to get back to 80 seven
[1863] 3:36:52	though um mechan says we can only hope tza would have the urge to take his
[1864] 3:36:57	debate down I don't know if he'll take it down he seems out of touch at this
[1865] 3:37:04	point like like it's like it doesn't even matter
[1866] 3:37:10	anymore whether or not he wins or loses just he's just showing up now
[1867] 3:37:16	yeah he just wants the
[1868] 3:37:21	money there's no such thing as bad publicity good publicity bad publicity
[1869] 3:37:27	publicity is publicity I think that's sort of the the groove uh desus is in he doesn't he
[1870] 3:37:33	doesn't care about the Bible he doesn't care about the gospel he doesn't care if he performs badly but he's now in the
[1871] 3:37:39	sub now he's in the spotlight Simon yeah
[1872] 3:37:47	yeah all right we're almost there at 807 okay 807 uh is this by lure bones
[1873] 3:37:56	okay lad lakur bones asked the question is there any biblical or extra biblical
[1874] 3:38:03	e evidence that black people or some black people are actually related to Israelites in the Bible uh generally
[1875] 3:38:10	not um of course it is going to depend on how you define a black person
[1876] 3:38:16	okay um however um most of the
[1877] 3:38:21	Israelites are going to be in somehow related to um Semitic uh Semitic majority
[1878] 3:38:29	population okay so we're talking here a Semitic uh afros Semitic majority
[1879] 3:38:35	population now there were some Israelites who were
[1880] 3:38:42	what we call Black okay these were part the mixed multitude that integrated
[1881] 3:38:48	in so you had some Nubian you had some kushites you had some Magi okay and
[1882] 3:38:54	they're black okay okay so there are some people
[1883] 3:39:01	however uh they any of those phenotypes would have been
[1884] 3:39:06	overwhelmed by the Semitic population around them uh they were in a vast
[1885] 3:39:14	minority so while there were some that were um of
[1886] 3:39:20	black ancestry or African subsaharan African ancestry most of them would have been uh
[1887] 3:39:29	Semitic and they would have interbred out that those phenotypes out with the
[1888] 3:39:34	Semitic communities that they were involved in okay so anyway uh thank you very much
[1889] 3:39:41	for that question very much appreciated okay uh next one here I want to take is
[1890] 3:39:48	at
[1891] 3:40:05	11:07 okay
[1892] 3:40:37	s okay here um cop part asks a friend asks how do
[1893] 3:40:45	you know you are being called for Ministry oh okay I saw this question and I love
[1894] 3:40:54	this question um when you go to
[1895] 3:41:00	Seminary people ask this question all the time how do you know if you're
[1896] 3:41:05	actually called for Ministry I would say there's two things
[1897] 3:41:11	you should look for okay because I have noticed that there are
[1898] 3:41:18	two ways people get called into Ministry you have the ones who
[1899] 3:41:26	go it's the passion of my life I can't imagine doing anything else ever I just
[1900] 3:41:34	feel so in love with the with the ministry and God and and just being with
[1901] 3:41:40	people it's my My One True True dream and I just can't IM imagine doing
[1902] 3:41:46	anything else ever okay that's one type of
[1903] 3:41:52	calling then there's the other type of calling
[1904] 3:42:00	where and I fit in that latter half it's like I'm doing something else now I'm
[1905] 3:42:05	perfectly happy doing what and God goes yeah I want you to do that other thing
[1906] 3:42:11	no no God I'm okay I I I'm doing just fine
[1907] 3:42:16	no no I I really don't want to go into Ministry and he goes yeah I'm okay I'm
[1908] 3:42:23	gonna make things difficult for you now okay I gonna make things go south at
[1909] 3:42:29	work I'm gonna make it so that you got tension with your your your
[1910] 3:42:34	co-workers gonna take that job away from you GNA make it so you can't get rehired
[1911] 3:42:40	in that industry good have your company merge
[1912] 3:42:46	with another company and make it just disappear on
[1913] 3:42:51	you I I find that that that there's there's more or less two kinds
[1914] 3:43:03	of Jack R Jonah plus fish it got messy yeah yeah there's two kinds of callings
[1915] 3:43:10	in Ministry the kind where the person is just so
[1916] 3:43:15	enamored by it that he is is all he ever wants to do
[1917] 3:43:24	okay and and a lot of the time it's a true calling sometimes it's not okay I
[1918] 3:43:30	don't I don't judge people's callings okay um but the other type is the Kicking and
[1919] 3:43:37	Screaming call calling where you don't really want to do this you didn't want
[1920] 3:43:43	to go into this and God just sort of drags you into it
[1921] 3:43:51	whether or not you want to do it my calling is more of that vein than
[1922] 3:43:58	it was of the other um I was my thoughts
[1923] 3:44:04	towards Ministry before I was was kind of a take it or leave it kind of thing it's just like yeah I'm not that
[1924] 3:44:10	interested in in going into Ministry and then
[1925] 3:44:15	it was well God said I want you to go there yeah yeah I'm I'm good no no no
[1926] 3:44:24	you don't understand let me explain this to you
[1927] 3:44:30	son you're gonna go
[1928] 3:44:40	there yeah that's the kind of calling I'm used to that's the one I experienced
[1929] 3:44:46	was the is the yeah you think you got a
[1930] 3:44:51	choice in that this is funny having a good laugh at that
[1931] 3:45:02	kid yeah yeah that there's a there is
[1932] 3:45:08	there's things so about that though you know the high idea that at least you found a calling um
[1933] 3:45:16	the fact is that it wasn't
[1934] 3:45:22	unreasonable to resist okay
[1935] 3:45:29	um the fact is that with Ministry comes
[1936] 3:45:36	suffering it comes there is there's a lot of suffering in Ministry there's a lot of heartbreak in Ministry real
[1937] 3:45:42	Ministry real Ministry yeah we're not talking about being a CEO
[1938] 3:45:48	of a small faith-based Corporation here no no no we're we're we're talking here
[1939] 3:45:54	about real Ministry know real Ministry has a lot of uncertainties to it got a
[1940] 3:46:01	lot of uncertainties you don't know where the next paycheck's coming from you're living by day-to-day Bond
[1941] 3:46:09	faith I can understand why people don't want that you know I can understand
[1942] 3:46:15	understand why people are hesitant to go into Ministry I get it I totally get it it's
[1943] 3:46:22	you're dealing with a lot of people that are difficult to work with I mean really
[1944] 3:46:28	difficult I mean much more difficult than you would even find in even the say the corporate world and that's they're
[1945] 3:46:39	difficult um you know I can um you know
[1946] 3:46:45	it's going to take a toll on your health it's going to take a toll on your happiness it's going to take a toll on
[1947] 3:46:51	your free time it's yeah it's it's hard it's
[1948] 3:46:57	really hard to do ministry so you know I kind of
[1949] 3:47:03	understood that that this would be what I was getting
[1950] 3:47:09	into so for me it was like okay I didn't want that
[1951] 3:47:15	I wanted the 9-to-5 job I wanted steady paycheck I
[1952] 3:47:21	wanted the comfortable middle class life you know and I at the time I had a
[1953] 3:47:28	good profession and I was making really good money at
[1954] 3:47:33	it so uh for me Ministry was one of those
[1955] 3:47:39	things that I just I didn't see myself going into
[1956] 3:47:46	and I even resisted it and frankly when I went to Seminary I
[1957] 3:47:54	all 80% of the stories were more along the lines of the
[1958] 3:48:01	um um more along the lines of the I want to be this this driving
[1959] 3:48:09	passion the remaining 9% most of the remaining say the 9% that
[1960] 3:48:16	was I'm here to discover who I am got a lot of people who are try just
[1961] 3:48:21	trying to discover who they were through Min through through theological education and I don't think theological
[1962] 3:48:27	education is a really good way to do that you really want to discover who you are go work at a
[1963] 3:48:38	job sure it's a lot of fun but it doesn't help you discover who you are it did for you okay
[1964] 3:48:47	I guess it dep best depend for some people it is kicking and screaming though and um in my
[1965] 3:48:55	case yeah it was it was kicking and screaming and I had no no choice no
[1966] 3:49:02	choice but to follow God into it
[1967] 3:49:09	so yes that's true
[1968] 3:49:16	yeah mama calls it here comes up here
[1969] 3:49:23	yeah uh oh I get the 2x4 for my stupidity and arrogance nothing so Noble as serving in Ministry yeah yeah God
[1970] 3:49:30	uses 2x4s all the time for Ministry so it's just you know how do you know the calling is is is from God the best way I
[1971] 3:49:39	can describe it is you can do no other Okay so
[1972] 3:49:45	if You' got that passion for God you can do no other because that's only way your
[1973] 3:49:51	passion will let you go if
[1974] 3:49:58	if if you can do no other because God prevents you from doing any other that's
[1975] 3:50:04	also a calling okay in either case if you can do no
[1976] 3:50:11	other then it's a real calling from God
[1977] 3:50:16	so I do see some people though in who are in Min who try to go into Ministry
[1978] 3:50:21	who could do other and choose not to those I kind of have suspicions they
[1979] 3:50:30	wasn't a real calling okay
[1980] 3:50:37	so you know again like just exactly like Martin Luther said you know in front of
[1981] 3:50:43	the front of of the papal delegation you know here I here I stand I can do no
[1982] 3:50:51	other again it's about God's calling is about can you do
[1983] 3:50:58	other will your passion for for for for the lost and for Christ allow you to do
[1984] 3:51:04	any other will your well the circumstances that God
[1985] 3:51:10	puts you in you know the burning building and there's an Open Door there allow you to do any
[1986] 3:51:19	other so it's just one of those things bubble machine I'm still waiting
[1987] 3:51:25	for my calling well then it's not time be
[1988] 3:51:34	patient yeah yeah yeah my producer said we'd
[1989] 3:51:40	have a a wide and varied path so individually and together so you know
[1990] 3:51:52	if yeah
[1991] 3:51:59	yeah well my producer says to bubble machine here that you do your calling
[1992] 3:52:04	wherever you are if you're called to be in school right now that's where you should
[1993] 3:52:10	be right he says I'm mostly
[1994] 3:52:16	joking uh I'm still very young in life yet well that does not prevent you from having a
[1995] 3:52:21	calling now there are eight-year-olds who've had callings
[1996] 3:52:31	okay so just graduated
[1997] 3:52:38	yeah that's different that's yeah that's where do I go now
[1998] 3:52:43	exactly not yeah that's not a calling
[1999] 3:52:49	yet god'll show you where to go you know if you you want to pray the most
[2000] 3:52:55	dangerous prayer in the world should I tell them about the most dangerous prayer in the
[2001] 3:53:00	world okay still going to tell them all right you want to know the most
[2002] 3:53:07	dangerous prayer in the world this is a dangerous prayer pray to God that you will go and
[2003] 3:53:16	do anything for him or go and go anywhere Wherever
[2004] 3:53:22	Whenever okay what's so dangerous about that
[2005] 3:53:28	prayer is that sometimes wherever and
[2006] 3:53:35	whenever is nowhere and not
[2007] 3:53:42	now and not for for a long time yeah he he'll take oh oh he he
[2008] 3:53:50	might actually take you up on the hour oh he'll take you up on the hour on the offer absolutely he'll take you up on
[2009] 3:53:56	it yeah that's what what's what's so dangerous is you're almost guaranteed he'll take you up on it the problem
[2010] 3:54:03	is anywhere could be nowhere anytime could be no
[2011] 3:54:11	time he could leave you in a perpetual rut and and a loop and that would be
[2012] 3:54:17	exactly where he wants you yeah it's it's a it's an incredibly
[2013] 3:54:24	dangerous prayer because he will take you up on it it's just not always what
[2014] 3:54:30	you want and what you're expecting you know a lot of people pray that prayer any uh you know whenever or anywhere
[2015] 3:54:37	anytime and think that God's going to automatically turn you into a bellly
[2016] 3:54:43	Graham well no he might turn you into the guy who
[2017] 3:54:48	walks into a into a new town gets the stuffings beat out of you and thrown out of the
[2018] 3:54:54	town like the Apostle
[2019] 3:54:59	Paul so you know there's there's some dangers to that you know he could turn
[2020] 3:55:05	you into a martyr an anonymous
[2021] 3:55:11	martyr I just asked for patience big mistake oh yeah oh yeah that one's a that one's a
[2022] 3:55:19	doozy that one is a doozy yeah praying for patience o You're praying for
[2023] 3:55:26	suffering the text even tells you if if you pray for patience you will
[2024] 3:55:33	have suffering oh
[2025] 3:55:41	boy yeah so yeah there's a a lot of prayers like this out there know we have
[2026] 3:55:47	to be attentive to our prayer life because you could end up in places you might not want to go and but here's the
[2027] 3:55:56	issue too you could be wise enough to avoid
[2028] 3:56:02	all those prayers and God will still drag you kicking and screaming if he thinks it's
[2029] 3:56:10	if he's chosen you for that okay
[2030] 3:56:17	Mama yeah I thought my calling was to lead Crusades in South Africa turns out
[2031] 3:56:22	it was to raise five kids and serve Faithfully in my local church in unfund ministries praise the
[2032] 3:56:29	Lord praise the Lord that sounds awesome that sounds absolutely
[2033] 3:56:36	awesome I don't think there's anything wrong with
[2034] 3:56:41	that hope we have some fun Ministries in there too but
[2035] 3:56:48	that's a great calling I there's nothing wrong with it calling more noble than a lot of
[2036] 3:56:53	callings I've heard okay what was that last question
[2037] 3:57:01	going to take one final non Super Chat and then we're going to call it a night here
[2038] 3:57:22	okay okay uh we're going to take this one as
[2039] 3:57:29	the last uh nons Super Chat of the night uh from gandal the base what is
[2040] 3:57:35	your view on Dr Jordan Peterson's Bible series it really seems he's like he's struggling with the concepts within the
[2041] 3:57:41	story strictly taking it from a modern psychological perspective okay
[2042] 3:57:47	um our last week's video was on
[2043] 3:57:53	um um basically the failures of evangelicalism
[2044] 3:57:59	and how this is sort of opened sort of the door to a lot of uh Peterson's work
[2045] 3:58:07	now Peterson does do a lot of uh stuff from a psychological perspective
[2046] 3:58:12	particularly young and pujo and
[2047] 3:58:17	um it is true that he is struggling with the concepts within the story I haven't
[2048] 3:58:23	actually watched his Bible series but I've I've watched enough takes from it
[2049] 3:58:29	that um it it is psychology not theology he's
[2050] 3:58:35	he's basically using psychological archetypes to try to explain the
[2051] 3:58:41	narratives within the framework of mod Le psychological paradigms
[2052] 3:58:47	okay so so
[2053] 3:59:01	that's we'll debate that offline uh because he has a belief in
[2054] 3:59:09	Jesus but it's a really civil
[2055] 3:59:15	belief okay um Peterson believes more in civil
[2056] 3:59:21	religion than he does in a theological proposition
[2057] 3:59:28	so I have not been impressed by a lot of the work Peterson has done especially on
[2058] 3:59:34	religion um I'm not going to deny that he's been
[2059] 3:59:39	he's been helpful to some people for some people he has been helpful for some people he has direct gotten people back
[2060] 3:59:47	interested in the Bible but he's also gotten people back interested in Psychology and in other weird stuff too
[2061] 3:59:56	so um my view is I don't think it's a great
[2062] 4:00:02	series um I did listen to snippets on his Exodus uh work and his Exodus work
[2063] 4:00:08	is really terrible um it's all about sort of of
[2064] 4:00:16	personal Liberation and psychological
[2065] 4:00:25	untangling but Exodus is really about more than that it's about people
[2066] 4:00:31	becoming God's possession that he can use for the Salvation of mankind
[2067] 4:00:40	so it's like he hasn't doesn't understand the big picture yet he doesn't understand the big
[2068] 4:00:47	picture everything is is is shoved into these jungian
[2069] 4:00:52	archetypes and I think there are some real issues with
[2070] 4:00:57	that now uh with that said um there is one particular fan of uh Peterson that
[2071] 4:01:05	uh uh did a review of my last Monday release and uh P it
[2072] 4:01:15	um basically attacking my background he attacked the fact I was Canadian he attacked the fact that uh he made fun of
[2073] 4:01:23	my accent uh the fact that attack the fact
[2074] 4:01:28	that I had a a diverse Church background and really didn't engage my
[2075] 4:01:34	arguments in any really meaningful way without actually strawmanning them but
[2076] 4:01:39	I'm going to be doing an interview with uh with somebody tomorrow
[2077] 4:01:44	tomorrow on um over that uh talking about that interview not that interview
[2078] 4:01:50	that uh reaction to my video and
[2079] 4:01:55	um and uh hopefully it'll go well we'll see what happens with that um so anyway
[2080] 4:02:01	that's going to happen tomorrow I could use your guys' prayers as I do that so we're still engaging that sort of
[2081] 4:02:08	thing uh yeah laugh out loud he's Canadian therefore we can't consider our his views yeah
[2082] 4:02:15	apparently apparently I'm a Canadian who knows nothing about the United States cuz uh I'm
[2083] 4:02:22	Canadian and uh so therefore anything I say about the US doesn't apply um the fact that I lived in the US
[2084] 4:02:29	for 20 years is neither here nor there
[2085] 4:02:34	[Laughter] apparently so uh with that said
[2086] 4:02:44	I don't think I don't I'm not not a big opponent to Peterson I just don't think he's that
[2087] 4:02:54	interesting yeah I know is the irony yeah yeah Peterson's Canadian too
[2088] 4:03:03	yes yeah uh Tombo isn't Peterson Canadian yeah yeah Peterson is a
[2089] 4:03:09	Canadian so [Laughter]
[2090] 4:03:16	guys I'm getting the sneaking suspicion that the doctor's from Canada could be could
[2091] 4:03:24	be okay we're GNA wrap it up tonight it's a a little after midnight I got to get up early to do this interview
[2092] 4:03:30	tomorrow so uh we are not going to go for five hours tonight sorry guys uh but
[2093] 4:03:36	um uh it's been fun as always we've had some great questions we want to thank you all for joining us tonight uh
[2094] 4:03:43	particularly I want to thank our super Chatters and the guys who give us the gifts through uh PayPal you guys really
[2095] 4:03:49	help us to um meet uh make ands meet and continue to do these live streams and
[2096] 4:03:56	our videos we also want to thank our regular um our member supporters such as
[2097] 4:04:03	on patreon and on YouTube here you guys also are really really helpful and
[2098] 4:04:08	finally we want to also thank those who are just a regular subscribers who hit that like And subscribe button and watch
[2099] 4:04:15	our content and share the URLs with other social media Outlets because you guys get the message out but that said
[2100] 4:04:22	thank you very much for joining us tonight and we'll see you next time on Ancient Egypt and the Bible good night
[2101] 4:04:31	[Music]
[2102] 4:04:42	everyone
[2103] 4:05:12	e e
