[0] 0:00	all right
[465] 53:52	going to be a big one it's gonna be a big one it has to be a big one so that's some of the examples I can
[466] 53:57	think of like for example we have the durable uh austrika now you also have some other things now that
[467] 54:04	you know weren't around at the time when you wrote the book so
[468] 54:11	you know there's there's a lot that could be added to that book it just I mean he had a lot in there already but
[469] 54:16	it just needs there's been a lot lot more okay so anyway thank you very much the Super
[470] 54:23	Chat I hope that helped and very much appreciate your support
[471] 54:30	Jonathan for 499 thank you for the Super Chat what's your take on John Wilson's view
[472] 54:35	of Genesis 1 creation account being some kind of cosmic Dental a temple dedication text I agree with it I
[473] 54:43	totally agree with it I think it is a kind of cosmic Temple dedication to X2
[474] 54:49	um Genesis 1 is very complicated uh the whole that whole Genesis one to three is
[475] 54:55	exceptionally complicated and the more you get into it the more you see how complicated it is it gets complicated
[476] 55:00	fast uh just as one is a
[477] 55:06	um Cosmic Temple dedication text it's also a toll adult it means it's a
[478] 55:11	genealogy so um
[479] 55:17	I think Walton is right about this that it is setting up Sacred Space that God
[480] 55:24	fills and then walks with man in that Sacred Space so I think he's dead on
[481] 55:30	right about that the only disagreement I would have with him on the first three books of the of
[482] 55:38	Genesis is that
[483] 55:44	um it is is his view of the serpent
[484] 55:52	um the serpent in the garden I don't care for his view on that where he sees it as sort of a chaos Monster and I
[485] 55:58	don't I don't think I don't think a serpent in the garden is a chaos Monster I do think it is a cherubim so
[486] 56:05	I would disagree with him on that but that's probably the only point of Genesis 1 to 3 where I really sort of
[487] 56:11	draw a hard you know um Distinction on
[488] 56:17	but yeah I think overall he is correct about Genesis 1. so anyway thank you very much for the Super Chat very much
[489] 56:23	appreciate it and I hope that helped
[490] 56:29	uh Jesse Stone again for 4.99 thank you very much Super Chat relatively new fan of the channel well
[491] 56:35	thank you well you're glad you're here to be with us uh we we love our committee we're growing a community here
[492] 56:40	of people who appreciate the ancient near East and the Bible so we're glad you're here and we're glad you're
[493] 56:46	enjoying the channel says so still working through some of
[494] 56:51	your older videos what happened to your project on the plagues of Egypt thanks uh
[495] 56:57	insufficient funding essentially here's the thing uh it takes
[496] 57:04	time to write a book and he's talking about the uh the book we're gonna we're planning to write on
[497] 57:11	the plagues of Egypt now right beside me here I have
[498] 57:18	I can pull it out here uh in just a second here to
[499] 57:27	I have in my my hands here it just looks like a sheet some sheets
[500] 57:33	of paper but um I've got a book proposal in the works okay to do this
[501] 57:40	and I'm hoping to get that book proposal done by this coming ETS so I can discuss
[502] 57:46	it with a few publishers here's the thing it takes time to write a book you can't
[503] 57:53	have a full-time YouTube career and a full-time day job and write a book it's
[504] 57:59	just it's not not possible you're putting in 60 80 hours a week and
[505] 58:05	uh you need time to write books this is one of the reasons why we really
[506] 58:10	want to go full time okay we want to get the the support to do it so because when
[507] 58:18	we when we did the uh GoFundMe campaign it was with the eye of of having say a
[508] 58:24	year of income where I could say quit my day job and dedicate myself to writing books
[509] 58:31	okay now we are as this channel is growing we are
[510] 58:36	getting closer to that goal okay we're not there yet not there yet but we're
[511] 58:41	getting closer clever boy full-time full-time it's
[512] 58:48	yes we're the most high did started
[513] 58:54	book s
[514] 59:01	yeah so you you do need I mean it takes as much almost as much time to write a
[515] 59:08	book as having a a three-quarter time job
[516] 59:14	okay so you do need that time to devote to writing if you don't have that time
[517] 59:20	you can't write so right now I'm trying to get a
[518] 59:27	peer-reviewed article out I was invited to do a peer review article on chronology
[519] 59:32	and I'm just having a heck of a time trying to get that done just because of
[520] 59:37	my time restraints and that's just an article that's just an article so to do a book which is going to be a
[521] 59:44	lot more a lot larger and a lot more comprehensive it's going to require similar time so
[522] 59:52	so that's that's the problem is is it's not that we've abandoned the project we haven't we haven't abandoned it we're
[523] 59:58	still intending to do it we still want to do it
[524] 1:00:03	but it's also a matter of where do I get the funding so I can still eat
[525] 1:00:10	while I write the book we are making progress to that end but
[526] 1:00:18	it's taking time to get there so anyway I hope that helps
[527] 1:00:25	um
[528] 1:00:36	so um so anyway uh thank you very much for the Super Chat I hope that helps and I hope that explains what's happening with
[529] 1:00:42	the project we haven't given up on it just been delayed it's just the area
[530] 1:00:49	we kind of do sometimes
[531] 1:00:55	yeah the bunny would not be happy eating air [Laughter]
[532] 1:01:02	time for Daniel Fast no food for you yeah that's the the food is not as bad
[533] 1:01:10	as the rent okay this is Vancouver and Vancouver has horrifyingly high rent
[534] 1:01:18	yeah yeah I mean we're we're living in the cheapest place we can right now because
[535] 1:01:24	of rent control so we don't even dare move to to somewhere else in the area just because it's just so expensive
[536] 1:01:30	so anyway uh thank you very much for the uh Super Chat very much appreciate and I hope
[537] 1:01:36	that helped explain the situation okay the next one here um
[538] 1:01:43	I want to thank uh uh the uh the comment here from let me
[539] 1:01:49	explain followers of the shepherd and he asked could you answer my question on Ecclesiastes 12. thanks okay
[540] 1:01:56	I'll take a look
[541] 1:02:02	I see where that is
[542] 1:02:11	okay Ecclesiastes 12.
[543] 1:02:21	find that up here I think it was at the beginning
[544] 1:02:31	all right what does Ecclesiastes 12 12 mean is is it condemning great study all
[545] 1:02:38	right Bible here Ecclesiastes
[546] 1:02:47	I think this is the passage of with much study comes much fatigue yeah okay
