[0] 0:17	Hey
[2640] 2:25:59	fall. This whole prolif proliferation of
[2641] 2:26:04	various kinds of death would be uh
[2642] 2:26:08	symptomatic of the fall. So it is more
[2643] 2:26:11	than just evil and sin.
[2644] 2:26:14	it is all sorts of of um relational
[2645] 2:26:20	um issues that come with it.
[2646] 2:26:23	So
[2647] 2:26:26	um so yeah, there's a lot more to the
[2648] 2:26:29	death
[2649] 2:26:30	and the fall than just the physical act
[2650] 2:26:34	of dying.
[2651] 2:26:36	It's more than that. It's really
[2652] 2:26:39	extensive.
[2653] 2:26:41	You know, you wonder why you can't just
[2654] 2:26:43	call up an angel and have him come and
[2655] 2:26:44	talk to you. That's why. It's the fall.
[2656] 2:26:49	Um, why we're at emnity with God, it's
[2657] 2:26:53	the fall.
[2658] 2:26:55	Why we
[2659] 2:26:58	have a broken relationship with our
[2660] 2:26:59	children, it's the fall.
[2661] 2:27:02	Why we are having a broken relationship
[2662] 2:27:04	with, you know, our parents and our
[2663] 2:27:07	spouses and our neighbors, it's all the
[2664] 2:27:10	fall.
[2665] 2:27:11	It's all of those broken relationships.
[2666] 2:27:15	>> Chihuahua
[2667] 2:27:16	>> Why do Chihuahua exist?
[2668] 2:27:19	It's the
[2669] 2:27:26	separation of man from truth is a s sign
[2670] 2:27:30	of the fall.
[2671] 2:27:33	It's just
[2672] 2:27:36	a mama says separations upon
[2673] 2:27:38	separations. That's exactly what the
[2674] 2:27:40	fall is. The fall is separations upon
[2675] 2:27:44	separations.
[2676] 2:27:46	It's not just physical departure from
[2677] 2:27:48	the body.
[2678] 2:27:51	>> Separations.
[2679] 2:27:52	>> Yeah. It's separations upon separations.
[2680] 2:27:55	You know, that's what death is. And
[2681] 2:27:57	that's always been the uh the context of
[2682] 2:27:59	what death is in the ancient near east.
[2683] 2:28:02	So, it's that mindset that death is
[2684] 2:28:04	separation.
[2685] 2:28:07	And um when we did our video on the uh
[2686] 2:28:11	death and the fall, that's what we
[2687] 2:28:12	emphasized is this is this separation of
[2688] 2:28:15	separations.
[2689] 2:28:17	So
[2690] 2:28:20	um
[2691] 2:28:22	so that's what I would I would basically
[2692] 2:28:24	say on on basically any other evidence
[2693] 2:28:27	for for for for
[2694] 2:28:30	the biblical fall is it's not just evil
[2695] 2:28:33	and sin. It's a whole category of
[2696] 2:28:37	various separations
[2697] 2:28:39	that points to the fall. So I hope that
[2698] 2:28:42	helps.
[2699] 2:28:42	>> One of the first things it's not only
[2700] 2:28:44	first thing that happened separation of
[2701] 2:28:47	God and
[2702] 2:28:50	of Adam and Eve.
[2703] 2:28:51	>> Separation of Yeah. Separation of Adam
[2704] 2:28:53	and Eve. Yeah. That's that's the first
[2705] 2:28:54	that's the first marital break.
[2706] 2:28:56	>> Yeah.
[2707] 2:28:57	>> Separation of Adam and Eve was the f one
[2708] 2:28:59	of the first, you know, Adam throws her
[2709] 2:29:01	under the bus. First thing he does,
[2710] 2:29:06	>> blames God.
[2711] 2:29:07	>> Yeah. Blames God.
[2712] 2:29:08	>> The woman you gave me.
[2713] 2:29:09	>> He blames God. He blames the woman.
[2714] 2:29:12	Adam is now separated from both God and
[2715] 2:29:15	and and his and his spouse.
[2716] 2:29:19	So,
[2717] 2:29:22	so that's that's the that's what I would
[2718] 2:29:25	say is uh you know that that separation
[2719] 2:29:28	that's what death is
[2720] 2:29:30	and that's the direct result of the fall
[2721] 2:29:33	is that proliferation
[2722] 2:29:36	of separations.
[2723] 2:29:43	Uh Harry Stark, nearly all new uh
[2724] 2:29:46	releases of PC games are digital
[2725] 2:29:48	downloads via Steam, Epic Games. Any
[2726] 2:29:50	thoughts? Um
[2727] 2:29:53	>> CDs are making a
[2728] 2:29:54	>> CDs are making a comeback,
[2729] 2:29:57	but uh but of all those companies,
[2730] 2:30:00	Steam's the best. Let's be very honest.
[2731] 2:30:03	Uh when we released our video game, we
[2732] 2:30:05	did it on Steam. Uh we don't actually
[2733] 2:30:08	have a um CD release of the game. We
[2734] 2:30:11	could make one, but
[2735] 2:30:15	it's unlikely. We're unlikely going to
[2736] 2:30:17	do it.
[2737] 2:30:21	>> Yeah,
[2738] 2:30:23	>> Steam does a very good job.
[2739] 2:30:25	>> And they take it
[2740] 2:30:26	>> the cut cut from Steam is is reasonable.
[2741] 2:30:29	Um, if you haven't played Egg Hunter,
[2742] 2:30:31	you like it. It's it's kind of it's a
[2743] 2:30:32	fun game. Um, the review
[2744] 2:30:35	>> Cute Bunny. Yes, it is about cute
[2745] 2:30:37	bunnies, but it's very um it's got its
[2746] 2:30:41	own unique world.
[2747] 2:30:44	Uh one reviewer called it um
[2748] 2:30:48	unapologetically strange.
[2749] 2:30:57	So, um I don't have a huge problem. I
[2750] 2:31:01	have a huge problem when people pay for
[2751] 2:31:03	stuff and it gets retracted.
[2752] 2:31:06	that I have a problem with.
[2753] 2:31:09	That seems to be more of a problem with
[2754] 2:31:11	some other vendors than say with Steam,
[2755] 2:31:14	but Steam's had some issues with that
[2756] 2:31:16	too. So,
[2757] 2:31:21	um, Mama says, "Adam was there with Eve
[2758] 2:31:24	when she chose to eat. Not only did he
[2759] 2:31:26	not stop her, he willfully let her take
[2760] 2:31:28	the hit of doing something he knew was
[2761] 2:31:30	forbidden. Coward." Yeah.
[2762] 2:31:34	Well, many have said that many
[2763] 2:31:36	commentators have said that Adam sinned
[2764] 2:31:40	before
[2765] 2:31:41	the bite.
[2766] 2:31:43	The sin was being there to let Eve do
[2767] 2:31:48	it.
[2768] 2:31:50	So,
[2769] 2:31:52	so yeah, there's um there's some a lot
[2770] 2:31:55	of baggage there.
[2771] 2:32:03	Andrew.
[2772] 2:32:08	Uh, Andrew says, "Mama, I can't imagine
[2773] 2:32:10	Adam and Eve looking at each other the
[2774] 2:32:12	same after the fall." Mama goes, "Can
[2775] 2:32:15	you imagine the fights?" Whoa.
[2776] 2:32:18	Yeah. Um,
[2777] 2:32:21	Whoa.
[2778] 2:32:24	So, moving on here. Um, let's see.
[2779] 2:32:29	Next one.
[2780] 2:32:36	Uh, Harry Stark, what is the strongest
[2781] 2:32:38	evidence for the soul according to
[2782] 2:32:39	David? Um,
[2783] 2:32:43	I don't get into personal pneumatology
[2784] 2:32:46	very much. Um,
[2785] 2:32:50	>> the guys experiment.
[2786] 2:32:54	I I think I think one of the things we
[2787] 2:32:56	um
[2788] 2:32:58	I I'm I'm tend to believe in emergent
[2789] 2:33:01	dualism.
[2790] 2:33:03	So for me um
[2791] 2:33:07	a machine without um software doesn't go
[2792] 2:33:11	very far. Okay.
[2793] 2:33:14	So
[2794] 2:33:16	for me the whole idea that we are just
[2795] 2:33:20	thinking machines that are just hardware
[2796] 2:33:25	uh that doesn't that doesn't jive for
[2797] 2:33:28	me.
[2798] 2:33:29	>> The hardware can get so messed up.
[2799] 2:33:31	>> Yeah. The hardware
[2800] 2:33:31	>> restart the hardware.
[2801] 2:33:33	>> Yeah.
[2802] 2:33:33	>> But there's the point now where there's
[2803] 2:33:39	a dead
[2804] 2:33:40	>> you're not just heart dead. You're not
[2805] 2:33:42	just brain dead. You're not just
[2806] 2:33:44	You have to be dead dead for them to
[2807] 2:33:46	call it.
[2808] 2:33:47	>> Yeah.
[2809] 2:33:47	>> So, something
[2810] 2:33:50	that's clearly old. Well, here's here's
[2811] 2:33:53	um we talked about uh this in one of the
[2812] 2:33:55	live streams way back um one of the book
[2813] 2:33:59	live streams referencing um this book
[2814] 2:34:03	where we talk about the reoquery as an
[2815] 2:34:05	engram that's something hardcoded into a
[2816] 2:34:10	machine but it's not alive.
[2817] 2:34:14	It's really not alive. You can't
[2818] 2:34:17	hardcode something and make it alive.
[2819] 2:34:21	because it won't doesn't have any sort
[2820] 2:34:23	of of variation.
[2821] 2:34:26	There has to be an internal change that
[2822] 2:34:30	sort of creates that that um sort of
[2823] 2:34:35	um that layer of of of variable data.
[2824] 2:34:41	Living data, let's use that term. Living
[2825] 2:34:44	data versus dead data.
[2826] 2:34:46	Hardcoded is your dead data. never
[2827] 2:34:49	changed, stays the same.
[2828] 2:34:52	But you turn on a machine, it loads up
[2829] 2:34:55	the hard data and that hard data then
[2830] 2:34:59	becomes living data. It becomes in a
[2831] 2:35:02	sense say alive in the machine.
[2832] 2:35:06	I think it's similar with the soul. The
[2833] 2:35:08	brain is just dead data.
[2834] 2:35:11	But if you unless there's living data,
[2835] 2:35:15	which would be your soul, your dead data
[2836] 2:35:19	is not going to do much.
[2837] 2:35:21	It's just a machine to to trigger
[2838] 2:35:24	responses.
[2839] 2:35:26	So you need that sort of um living data
[2840] 2:35:29	to keep that going.
[2841] 2:35:32	So
[2842] 2:35:35	um and uh I'm not the first person to
[2843] 2:35:38	say this either. Um, you know, this was
[2844] 2:35:41	uh Roger Penrose's um argument against
[2845] 2:35:44	Strong AI.
[2846] 2:35:46	Uh, but I also think too Roger um um
[2847] 2:35:50	overstated his case too. So,
[2848] 2:35:58	u Maverick Glow asks, "So, AI is dead
[2849] 2:36:02	data?" No, it's not dead data. It's not
[2850] 2:36:05	dead data because dead AI is not
[2851] 2:36:10	hardcoded. It's not hard-coded. It AI
[2852] 2:36:14	does not keeps everything in what what
[2853] 2:36:17	we would call say uh variable transient
[2854] 2:36:21	data. So it's not dead data. Now the
[2855] 2:36:25	question is does it have a soul?
[2856] 2:36:28	the the the transition from say living
[2857] 2:36:30	data to a living soul is a matter of
[2858] 2:36:35	abstraction.
[2859] 2:36:37	So once you've got the abstraction to a
[2860] 2:36:39	soul and a soul here would be something
[2861] 2:36:42	that can do you know well
[2862] 2:36:46	um moral reasoning okay then you could
[2863] 2:36:51	possibly extrapolate that AI can produce
[2864] 2:36:54	a soul if it can do moral reasoning and
[2865] 2:36:59	moral reasoning on a very you know say
[2866] 2:37:03	intuitive level.
[2867] 2:37:05	So AI is not dead data per se. Now
[2868] 2:37:09	there's aspects of it that are dead
[2869] 2:37:11	data,
[2870] 2:37:13	but um once you've got an AI running, it
[2871] 2:37:16	becomes living data because it's it's
[2872] 2:37:19	all hell in memory. This is why this is
[2873] 2:37:21	why our RAM chips are now so expensive.
[2874] 2:37:23	Incredibly expensive.
[2875] 2:37:26	Okay,
[2876] 2:37:27	RAM is so expensive
[2877] 2:37:30	right now. like like DDR5 RAM is so
[2878] 2:37:33	incredibly expensive
[2879] 2:37:35	because most AI um is done in RAM which
[2880] 2:37:42	is very
[2881] 2:37:44	excuse me
[2882] 2:37:50	oh God I love allergies
[2883] 2:38:00	So because most AI is doing it in RAM
[2884] 2:38:03	memory,
[2885] 2:38:05	the most of the data there is not dead
[2886] 2:38:08	data. It's not hardcoded. It's living
[2887] 2:38:09	data. So
[2888] 2:38:12	all right, moving on.
[2889] 2:38:25	All right, we got here bubble trouble.
[2890] 2:38:27	Thank you for the question. On the topic
[2891] 2:38:29	of Adam and Eve, what would have
[2892] 2:38:31	happened if only Eve took the bite, but
[2893] 2:38:34	Adam didn't?
[2894] 2:38:37	Um,
[2895] 2:38:39	it's a very good question.
[2896] 2:38:43	We're not exactly sure.
[2897] 2:38:46	Now, there's been some speculations on
[2898] 2:38:48	this. Uh, both Adam and Eve are
[2899] 2:38:52	federative heads of humanity.
[2900] 2:38:56	So, what could have happened? One
[2901] 2:38:58	possibility that could have happened is
[2902] 2:39:00	you could have had a a split
[2903] 2:39:03	a basically a a um
[2904] 2:39:08	split in humanity. That's possible.
[2905] 2:39:11	Okay.
[2906] 2:39:15	Eve would have lost her place as
[2907] 2:39:18	a priest to mankind
[2908] 2:39:21	because that's why that's why Adam and
[2909] 2:39:22	Eve are in the garden. They're to be
[2910] 2:39:24	priests representing humanity.
[2911] 2:39:28	to God. So they're they're the great
[2912] 2:39:30	intermediaries between God and man.
[2913] 2:39:33	Okay, this is intermediaries before say
[2914] 2:39:36	Christ.
[2915] 2:39:38	So that's where we get federative
[2916] 2:39:39	responsibility. That's how it kicks in
[2917] 2:39:41	is you have a representative
[2918] 2:39:44	that represents all mankind to God. In
[2919] 2:39:47	the case you have two representative
[2920] 2:39:49	here, Adam and Eve, and they're sort of
[2921] 2:39:52	the the great priests of mankind to to
[2922] 2:39:56	God.
[2923] 2:39:58	So what ends up happening is in the case
[2924] 2:40:01	where both fall, all falls.
[2925] 2:40:05	In the case of one falls, you get a
[2926] 2:40:08	split.
[2927] 2:40:10	So it becomes more like the angels at
[2928] 2:40:12	that point. So humanity would have
[2929] 2:40:15	become more like the angels. some
[2930] 2:40:17	deciding to fall, some not.
[2931] 2:40:22	So that's what probably would have
[2932] 2:40:24	happened if if um only Eve took the took
[2933] 2:40:28	the bite. You'd get a split in mankind
[2934] 2:40:31	and some would stay true to God, others
[2935] 2:40:34	would um follow Eve, but you'd also not
[2936] 2:40:38	get any redeemer either. That would be
[2937] 2:40:40	the other consequence
[2938] 2:40:44	because all have sinned and fallen short
[2939] 2:40:46	of the g glory of God. The only path to
[2940] 2:40:48	salvation at that point
[2941] 2:40:51	um would be would be Christ.
[2942] 2:40:55	But if you only get a half a partial
[2943] 2:40:58	split,
[2944] 2:40:59	there'd be no need for a redeemer
[2945] 2:41:01	because then the choice would be
[2946] 2:41:03	presented. Everyone would have that
[2947] 2:41:04	choice.
[2948] 2:41:07	So
[2949] 2:41:08	uh the fact that u both fell had
[2950] 2:41:12	consequences
[2951] 2:41:14	that necessitated a redeemer.
[2952] 2:41:17	If only one falls, those consequences
[2953] 2:41:21	are no longer there.
[2954] 2:41:24	And if those consequences are no longer
[2955] 2:41:26	there, they probably would have become
[2956] 2:41:28	more like the angels and there would be
[2957] 2:41:30	no need for a redeemer. So,
[2958] 2:41:34	so I hope that helps. Thank you very
[2959] 2:41:37	much for that question. It's an
[2960] 2:41:38	interesting question. Uh, theologians do
[2961] 2:41:41	speculate on this stuff. So, um, it's
[2962] 2:41:44	all this is this is speculation here,
[2963] 2:41:47	but that's where where I see the
[2964] 2:41:49	consequences of that. So, hope that
[2965] 2:41:51	helps. Thank you for the question.
[2966] 2:42:03	Harry Stark asks, "Are there any good
[2967] 2:42:05	Christian-based or Bible- based video
[2968] 2:42:07	games?" I have never seen one.
[2969] 2:42:10	Um, I do not play Christianbased or
[2970] 2:42:14	Bible- based video games. Most of them
[2971] 2:42:16	are horrible or awful. Um,
[2972] 2:42:21	yeah, you can become King David and go
[2973] 2:42:23	kill some Philistines. Um,
[2974] 2:42:27	uh, yeah, I'm I'm not I'm sure that's
[2975] 2:42:30	that's very wholesome family
[2976] 2:42:32	entertainment there.
[2977] 2:42:37	>> Yeah. What's what we believe in is
[2978] 2:42:41	people who are Christian.
[2979] 2:42:42	>> Yeah.
[2980] 2:42:43	>> Writing real stories.
[2981] 2:42:46	>> Yeah.
[2982] 2:42:46	>> That have Christian values. I think I
[2983] 2:42:48	think here's here's um I think it is
[2984] 2:42:51	possible to make good Christian-based
[2985] 2:42:55	video games. Basically, video games that
[2986] 2:42:57	are based upon a Christian world view
[2987] 2:43:00	just like there there's it's possible to
[2988] 2:43:03	make good Christian novels.
[2989] 2:43:05	Okay, I think it's totally possible to
[2990] 2:43:07	make good Christian novels.
[2991] 2:43:11	Um, and basically what you're writing
[2992] 2:43:13	for is world view.
[2993] 2:43:16	Huh.
[2994] 2:43:18	Oh yeah. Don't proitize in video games.
[2995] 2:43:20	Don't proitize in books.
[2996] 2:43:24	That just gets obnoxious.
[2997] 2:43:29	Really fun stuff is like the father
[2998] 2:43:31	dling
[2999] 2:43:33	mystery series.
[3000] 2:43:35	>> Mhm.
[3001] 2:43:35	>> Where you have a priest who solves ms.
[3002] 2:43:38	>> Yeah. He's that just happens to be part
[3003] 2:43:40	of who he is, but he's a strong
[3004] 2:43:42	character.
[3005] 2:43:43	>> Here's the other thing, too. Uh video
[3006] 2:43:46	games require a lot of funding.
[3007] 2:43:50	It's expensive and time consuming to
[3008] 2:43:54	produce a video game. Incredibly time
[3009] 2:43:57	consuming. Okay,
[3010] 2:44:01	you can't just It's really difficult to
[3011] 2:44:03	pop out a video game in a year. It's
[3012] 2:44:06	pretty easy to pop out a film in a year.
[3013] 2:44:09	This is why you don't see a lot of
[3014] 2:44:11	Christian video games, too. They're
[3015] 2:44:13	expensive. They're time consuming.
[3016] 2:44:16	They're
[3017] 2:44:18	very um
[3018] 2:44:21	I mean, we can recommend our own video
[3019] 2:44:23	game Egg Hunter here. It has a Christian
[3020] 2:44:25	worldview
[3021] 2:44:26	if you are interested in that. Um,
[3022] 2:44:31	so, um,
[3023] 2:44:34	so there is a Christian video, uh, video
[3024] 2:44:36	game out there. I know because we made
[3025] 2:44:38	one, but it also took us like 14 years
[3026] 2:44:41	to do it.
[3027] 2:44:43	So, this is one why you don't see a lot
[3028] 2:44:46	of Christian video game studios. Uh, we
[3029] 2:44:49	were
[3030] 2:44:51	I was I did some consulting once on a
[3031] 2:44:54	Christian video game. Never got paid for
[3032] 2:44:57	it. Well, I got paid for it. They bid
[3033] 2:44:58	paid me, but the video never came out.
[3034] 2:45:01	They never finished the video game.
[3035] 2:45:04	You know, it's been like now over a
[3036] 2:45:06	decade.
[3037] 2:45:08	And why? Because it is expensive.
[3038] 2:45:12	Expensive, time consuming, difficult to
[3039] 2:45:15	do. So,
[3040] 2:45:20	uh, Maverick Glow says, "And Christian
[3041] 2:45:22	publishers don't even get novels. They
[3042] 2:45:24	really don't."
[3043] 2:45:26	And Christian publishers don't even get
[3044] 2:45:28	novels. They really don't get video
[3045] 2:45:32	games. That is so true.
[3046] 2:45:36	That is so true.
[3047] 2:45:39	Um
[3048] 2:45:42	they
[3049] 2:45:45	just don't understand it. Oh, look. I
[3050] 2:45:47	mean, frankly,
[3051] 2:45:49	I could never
[3052] 2:45:56	I could never get this published by a
[3053] 2:45:59	Christian publisher. A p a Christian
[3054] 2:46:02	publisher will never take this on.
[3055] 2:46:05	Why? Cuz it's got a few naughty words in
[3056] 2:46:08	it.
[3057] 2:46:12	But
[3058] 2:46:14	they will take on books with a lot of
[3059] 2:46:16	spice.
[3060] 2:46:19	Oh yeah. Christian romance bors on
[3061] 2:46:21	pornography.
[3062] 2:46:24	Pornography. Sorry. Pornography. We're
[3063] 2:46:26	talking on YouTube here.
[3064] 2:46:29	Oh, yeah. Christian Christian romance
[3065] 2:46:33	borers on corn. It really does.
[3066] 2:46:38	That's okay.
[3067] 2:46:42	>> But that's fine.
[3068] 2:46:44	But dropping an occasional fbomb. Whoa.
[3069] 2:46:47	Whoa. See, see the see the daggers come
[3070] 2:46:51	out.
[3071] 2:46:54	Well, I mean, when we when we um when
[3072] 2:46:58	our novels first came out,
[3073] 2:47:02	um
[3074] 2:47:03	we got a few Christians
[3075] 2:47:06	who
[3076] 2:47:08	got really really upset
[3077] 2:47:11	about some naughty language. And let's
[3078] 2:47:14	be very honest about this, our books
[3079] 2:47:16	don't use a lot of naughty language,
[3080] 2:47:20	okay?
[3081] 2:47:21	use our books use very naughty language
[3082] 2:47:25	very sparingly
[3083] 2:47:30	and
[3084] 2:47:32	we were I mean we got the lowest review
[3085] 2:47:34	we ever got was a guy who objected to
[3086] 2:47:38	the naughty language
[3087] 2:47:41	you know
[3088] 2:47:43	the fact that we had in there you know
[3089] 2:47:46	engineered slavery
[3090] 2:47:49	paternity fraud
[3091] 2:47:51	essay,
[3092] 2:47:53	um, weapons of mass destruction,
[3093] 2:47:57	eugenics,
[3094] 2:47:59	uh,
[3095] 2:48:00	all these other things. That didn't that
[3096] 2:48:03	didn't phase him one bit.
[3097] 2:48:07	That didn't phase him one bit.
[3098] 2:48:13	you know, all that all that was, you
[3099] 2:48:15	know, uh
[3100] 2:48:18	mass was it uh super breeding, you know,
[3101] 2:48:21	that was okay. That that didn't bother
[3102] 2:48:24	them.
[3103] 2:48:27	Capital punishment. Um
[3104] 2:48:31	we had so many con so much controversial
[3105] 2:48:34	stuff in there.
[3106] 2:48:40	Um
[3107] 2:48:42	but the naughty words, the swears and
[3108] 2:48:45	that that that triggered them.
[3109] 2:48:54	So it's just
[3110] 2:48:57	Christian readers have a consistency
[3111] 2:48:59	problem. They have a consistency
[3112] 2:49:01	problem.
[3113] 2:49:03	They don't
[3114] 2:49:06	they they want to be bubble wrapped. uh
[3115] 2:49:10	wrapped in cotton bath from the real
[3116] 2:49:12	world,
[3117] 2:49:14	but they'll leave a portion of the
[3118] 2:49:16	rapping open for all sorts of lurid
[3119] 2:49:19	content.
[3120] 2:49:21	And I think that's a problem. And it's a
[3121] 2:49:24	problem that Christian publishers
[3122] 2:49:27	promote because of money.
[3123] 2:49:31	Okay. So,
[3124] 2:49:39	um, Maverick Glow says, "This is the
[3125] 2:49:41	crazy thing about the clean book label
[3126] 2:49:43	for book critics. So many Christians are
[3127] 2:49:45	coming out against the idea of clean
[3128] 2:49:48	fiction." Well, here's the thing. We
[3129] 2:49:51	want we I mean, clean fiction is fine.
[3130] 2:49:53	If if that's your thing, I'm I'm totally
[3131] 2:49:55	for you getting what you want here.
[3132] 2:49:59	Um,
[3133] 2:50:02	but
[3134] 2:50:04	clean fiction at the cost of truth
[3135] 2:50:09	is a problem.
[3136] 2:50:12	If it goes against truth,
[3137] 2:50:15	that's a huge issue.
[3138] 2:50:19	So,
[3139] 2:50:23	uh, Andrew Graham, can you put sex
[3140] 2:50:25	scenes in novels? That's done all the
[3141] 2:50:28	time, and you can even find it in
[3142] 2:50:30	Christian fiction.
[3143] 2:50:32	Um, some will fade to black. Some will
[3144] 2:50:35	actually give you some pretty lurid
[3145] 2:50:37	details.
[3146] 2:50:39	It's pretty awful. Um,
[3147] 2:50:44	so it's just, yeah, you you would you
[3148] 2:50:48	would think
[3149] 2:50:50	that if they're if they're offended by
[3150] 2:50:55	by an s word or f word or whatever word,
[3151] 2:50:58	you know, that they would be also
[3152] 2:50:59	offended by the s act. But they're not.
[3153] 2:51:06	>> But if you put them in a novel have real
[3154] 2:51:10	consequences. Yeah, there should be
[3155] 2:51:11	consequences to putting sex scenes in
[3156] 2:51:14	novels
[3157] 2:51:16	like
[3158] 2:51:17	like unintended pregnancies,
[3159] 2:51:20	STDs,
[3160] 2:51:22	things that go wrong, broken
[3161] 2:51:24	relationships. There should be
[3162] 2:51:26	consequences
[3163] 2:51:28	>> to sin in novels.
[3164] 2:51:30	>> Yes.
[3165] 2:51:32	But the consequences,
[3166] 2:51:33	>> yes,
[3167] 2:51:33	>> put the consequences of sin in if you're
[3168] 2:51:36	going to do sex scenes, you know.
[3169] 2:51:41	Because if you don't have consequences
[3170] 2:51:42	in there, then what you're just doing is
[3171] 2:51:46	giving the equivalent of female corn.
[3172] 2:51:49	That's what you're doing.
[3173] 2:51:51	So,
[3174] 2:51:53	and our novels are generally very very
[3175] 2:51:57	clean as it as it regards, you know, um
[3176] 2:52:03	sex. We we we are not we don't I don't
[3177] 2:52:05	write spicy novels,
[3178] 2:52:08	but I do write some gritty stuff.
[3179] 2:52:12	So
[3180] 2:52:14	gritty is not the same as spicy.
[3181] 2:52:27	uh Maverick Gloes are and they basically
[3182] 2:52:30	say that they Christian authors can't
[3183] 2:52:32	write serious fiction without the
[3184] 2:52:33	without the corn. Um
[3185] 2:52:37	a lot of this isn't serious fiction
[3186] 2:52:39	though. That's what sort of gets to me
[3187] 2:52:42	is a lot of this is not serious. A lot
[3188] 2:52:45	of this stuff is make believe romance.
[3189] 2:52:48	A lot of it is.
[3190] 2:52:50	It's not serious fiction. No one would
[3191] 2:52:52	claim it's serious fiction.
[3192] 2:52:56	Hallmark has such a clear.
[3193] 2:53:00	>> Yeah.
[3194] 2:53:01	>> Any person goes back to the country
[3195] 2:53:06	and discovers,
[3196] 2:53:09	"Oh, this is really what I want.
[3197] 2:53:12	>> Who needs money?"
[3198] 2:53:13	>> Yeah.
[3199] 2:53:14	>> Where where's the Hallmark
[3200] 2:53:17	where two city people say, "I'm a
[3201] 2:53:20	cutthroat lawyer." Wait, you want you
[3202] 2:53:22	want Hallmark to have a second plot?
[3203] 2:53:24	>> I'm a cutthroat doctor. I'm never home.
[3204] 2:53:27	>> That's expecting too much. Alpha reader,
[3205] 2:53:30	>> let's get married because we both
[3206] 2:53:32	realize
[3207] 2:53:34	>> when we have time it'll be great and
[3208] 2:53:36	we're not going to have a lot of
[3209] 2:53:38	>> bubble trouble says not letting your
[3210] 2:53:40	characters cuss restricts them from
[3211] 2:53:42	being believable people. It can very
[3212] 2:53:46	very much. And if your character is
[3213] 2:53:48	someone tough,
[3214] 2:53:50	um it just makes it look even less rel
[3215] 2:53:54	uh believable. Now, there is a Christian
[3216] 2:53:56	author that I do read sometimes that
[3217] 2:53:59	Alpha Reader has known personally, and
[3218] 2:54:02	he wrote a sci-fi Space Marines book,
[3219] 2:54:05	and I won't name it, but there's one
[3220] 2:54:08	point
[3221] 2:54:10	where where the protagonist, the sort of
[3222] 2:54:15	tough military officer, you know, who's
[3223] 2:54:18	supposed to be the toughest of the Space
[3224] 2:54:20	Marines,
[3225] 2:54:22	you know, you know, and and And and
[3226] 2:54:25	something goes terribly wrong. And she
[3227] 2:54:27	goes, "Oh, snicker doodle."
[3228] 2:54:33	What?
[3229] 2:54:36	What was that?
[3230] 2:54:42	Oh, snicker doodle.
[3231] 2:54:50	It's like, okay, you just threw me out
[3232] 2:54:52	the novel here.
[3233] 2:54:56	You just threw me out and and threw me
[3234] 2:54:59	onto the floor.
[3235] 2:55:02	I couldn't believe it.
[3236] 2:55:06	It wasn't done for ironic effect.
[3237] 2:55:17	Uh,
[3238] 2:55:20	Bubble Trouble goes, "Especially when
[3239] 2:55:22	they're not Christians." Yeah, if you're
[3240] 2:55:24	writing about non-Christians, they
[3241] 2:55:25	should act like non-Christians.
[3242] 2:55:28	And non-Christians do non-Christian
[3243] 2:55:29	things. Now, the Christian worldview
[3244] 2:55:32	says that they're going to have
[3245] 2:55:33	consequences for the doing non-Christian
[3246] 2:55:36	things.
[3247] 2:55:37	That's fine. every that's part of the
[3248] 2:55:40	rules of your world. And that's what
[3249] 2:55:43	moral fiction demands. Moral fiction
[3250] 2:55:46	doesn't demand that your your your book
[3251] 2:55:48	be clean or that it doesn't that people
[3252] 2:55:52	don't drink and they don't dance and
[3253] 2:55:54	they don't chew and they don't go out
[3254] 2:55:55	with girls that do. Um
[3255] 2:55:58	it demands that there's consequences to
[3256] 2:56:02	actions.
[3257] 2:56:04	So,
[3258] 2:56:09	so yeah, uh if you're if you're writing
[3259] 2:56:11	about non-Christians, they should act
[3260] 2:56:12	non-Christian. Now, if you're writing
[3261] 2:56:13	about Christians,
[3262] 2:56:16	they should act Christian.
[3263] 2:56:19	Okay.
[3264] 2:56:19	>> Now,
[3265] 2:56:20	>> now
[3266] 2:56:21	>> in your personal life as a Christian,
[3267] 2:56:24	you should not wallow in that language.
[3268] 2:56:26	>> Yeah.
[3269] 2:56:27	>> It does not glorify.
[3270] 2:56:29	>> Well, there was a there was a um a
[3271] 2:56:30	Christian novel published recently. I
[3272] 2:56:32	don't even remember
[3273] 2:56:35	um
[3274] 2:56:36	uh what the title was, but it was about
[3275] 2:56:39	a a a
[3276] 2:56:42	Christian girl courting a a pastor's son
[3277] 2:56:46	and they have a roll in the hay
[3278] 2:56:50	because it was spicy.
[3279] 2:56:53	Um
[3280] 2:56:55	okay, you now have two Christians not
[3281] 2:56:58	acting like Christians and now there and
[3282] 2:57:00	there's no consequences to this.
[3283] 2:57:04	Um, that's corn.
[3284] 2:57:15	Uh, Maverick Low says, "I fell down at
[3285] 2:57:17	the debate a while back and authors who
[3286] 2:57:20	I found call themselves clean fictions
[3287] 2:57:22	or no spice fiction want to encourage
[3288] 2:57:24	truth without the titling content." And
[3289] 2:57:26	that's what we want to do. We want to to
[3290] 2:57:29	tell truth and a Christian world view
[3291] 2:57:33	without titling content.
[3292] 2:57:36	You know, show the world as bad and ugly
[3293] 2:57:38	as it is, but show that there is
[3294] 2:57:42	redemption,
