[0] 0:03	okay uh
[411] 44:16	lapsius I thought you were going to mention as well Robbie Hillel hanasi you
[412] 44:22	you mentioned that as a historical argument yes that hanasi got in the 4th
[413] 44:28	Century closer to early view now as you know uh the
[414] 44:36	um rabbinical perspective was based on Olam rabba yes
[415] 44:41	which dates the destruction of Jerusalem in 422 instead of 586 BC in order to
[416] 44:50	make the 70 weeks of Daniel um go for 490 years from 422 they say to
[417] 44:57	68. to cover that so basically to that
[418] 45:02	number that they come to close as you say 1314 BC that's the number in the
[419] 45:09	book basically you have to add another about 160 465 years so that leads closer
[420] 45:16	to 1470. mm-hmm
[421] 45:23	and what's the question exactly the question is uh do you think that it
[422] 45:29	stands as an argument uh since there are basis the destruction of Jerusalem in
[423] 45:36	422 is not correct obviously I I don't I I don't have a huge confidence in
[424] 45:44	anything based upon the center alone yeah it's a very very unreliable standard of
[425] 45:51	History exactly I do think that when lepsy is originally did his his
[426] 45:58	correlations that he used tanasi's argument
[427] 46:03	but I also don't think that that's the strongest basis to do an
[428] 46:09	argument on however lepsius happened to be right
[429] 46:16	at least as far as getting it in the ballpark he got in this funk Park based on the
[430] 46:23	center Olam Brava well well he uh the interpretation of the traditional uh
[431] 46:30	Jewish chronology that had been based on the setter alum rabba
[432] 46:37	that's an important distinction here is that in the case of the traditional view of
[433] 46:43	the cereal rabba they placed the Exodus at roughly 13 12 BC
[434] 46:51	okay now when they redate that to say the destruction of of Solomon's
[435] 46:58	Temple then yes it does come out to 1470. look yeah okay now we don't need these
[436] 47:07	arguments to support you know with the ancient uh historical arguments but anyway yeah yeah I I have I have a real
[437] 47:15	difficulty with taking ancient sources to determine history
[438] 47:23	that's long before even those sources exactly like the ceteruloma Josephus
[439] 47:30	uh Herodotus you know these guys are exceptionally good
[440] 47:37	at contemporary history they are terrible at ancient history
[441] 47:45	and I know that's one thing we needed to to Really sort of tease out here
[442] 47:50	is that we can recognize where an argument comes from
[443] 47:55	but that's not the same as doubling down and affirming that that's a solid basis for the argument
[444] 48:03	okay so in the case of Josephus Josephus will talk about the Exodus and the history of The Exodus and get it
[445] 48:08	completely messed up a rod is the same thing
[446] 48:15	and the senator Alum robot is sort of in the same category like for example the
[447] 48:21	senator holom said will place the Persian period at around 50 years
[448] 48:28	was really 250. yeah so we've got to take these ancient
[449] 48:35	sources with a grain of salt because they're not reliable in this
[450] 48:40	regard because they're not approaching history in the same way as we are
[451] 48:46	there are a lot of rabbinical chronologies that are simply fake
[452] 48:52	clearly I think but they have their own agenda in achieving this idea uh of for
[453] 48:58	example the destruction of Jerusalem in 490 years from the first destruction to the second destruction of the temples in
[454] 49:06	order to cover probably uh in the second second century the problem of Jesus
[455] 49:12	because the Christians were probably pointing to the fact that you know Daniel's states are pretty close at
[456] 49:18	pointing to Jesus and so on mm-hmm yeah
[457] 49:24	and you have jubilees that's also a made-up chronology oh totally
[458] 49:31	and that's how that was based on the Jubilee concept cycle yeah that's how we
[459] 49:40	come up with all these differences between the networks and the masoretic and the uh
[460] 49:47	pentateuch where you get all these chronologies different many points in
[461] 49:53	order to achieve their theological goals and they amundate them
[462] 49:58	correct that's completely correct yeah
[463] 50:04	chronologies I had the question because um you said that with your software you look at those different synchronisms and
[464] 50:12	you can test the validity of a chronology but that only gives you relative
[465] 50:17	timing so so how do you tie them to reality so what are some sort of events
[466] 50:23	where you get the absolute so how do you get from 14 years after this guy and
[467] 50:28	three years before this guy to you know 1260 BC to an absolute number in
[468] 50:36	thousands but we do have some absolute points in chronology uh such as the death of Dakota
[469] 50:44	everyone agrees on this okay because it's documented in a series sources it's documented in Egyptian
[470] 50:50	sources everyone agrees on this okay the battle of
[471] 50:57	how did that got agreed on so how did that okay
[472] 51:03	pinpointed that no no no not astronomically the
[473] 51:09	fact is that those are years that are chronicled they're chronicled in ancient sources
[474] 51:16	so we have to understand how ancient Chronicles work in Mesopotamian Chronicles they are
[475] 51:23	recording each and every Source say down to a calendar year
[476] 51:31	okay and we can we can sort of step back through those and basically say okay
[477] 51:38	when we look at that there is a consistency across those
[478] 51:44	chronicled sources where it's
[479] 51:50	it's something we can really sort of correlate between various different chronologies
[480] 51:57	like for example the uh invasion of Neko II
[481] 52:03	is six 609 610 everyone agrees on this
[482] 52:10	so things like that provide an absolute sort of date
[483] 52:16	so once you've got an anchor point one Anchor Point in history
[484] 52:22	it helps to have more than one but if you have one Anchor Point in history you can pretty much sort of start
[485] 52:29	piecing together the rest I see that I still don't see how you you
