[0] 0:00	a
[1783] 3:29:53	km kazm was good too um was one other um who did the
[1784] 3:30:04	um there's one other that I I recommend too that I think is
[1785] 3:30:10	very oh you sure those are bants not types of fish well
[1786] 3:30:17	um that's a that's a tough one to say uh there was one other that what I would
[1787] 3:30:25	think is very good too and if I could just remember what it is look it up here
[1788] 3:30:31	because Within Temptation that's another one that's really popular amongst say um vampire um
[1789] 3:30:41	in Vampire clubs you you'll you'll see things like from uh night wish I don't care from night wish that much but
[1790] 3:30:46	within Temptations very good um Luna coils very good um in fact one of my
[1791] 3:30:54	Inspirations when I was writing my book was the song uh was the album halflife
[1792] 3:31:01	by lakuna coy so um so there there's there's some
[1793] 3:31:08	music recommendations uh from The Vampire set okay
[1794] 3:31:17	okay so um favorite genre music a lot it's going to depend I'm I as I say have
[1795] 3:31:23	very eclectic Taste Of Music so thank you very much to the Super
[1796] 3:31:43	Chat okay answering LDS has a question here is the underdetermination of data
[1797] 3:31:50	as hard of a problem for classical foundationalism as presup guys make
[1798] 3:31:56	it no um I have some issues with
[1799] 3:32:02	presuppositionalism um especially presuppositional
[1800] 3:32:09	apologetics my biggest problem with them is the whole idea that you can't know
[1801] 3:32:16	anything without knowing god and I think that's poly ludicrous okay I just I just
[1802] 3:32:23	think it's just silly it's a silly argument of course once you deny their
[1803] 3:32:30	here's the one thing if you deny that first premise their whole argument Falls the bits you and you know it's really
[1804] 3:32:38	easy to to um to you know gut presupposition
[1805] 3:32:47	apologetics um so I I it's silly to say you can't know
[1806] 3:32:54	anything without knowing god I think it's it's just a silly thing
[1807] 3:33:01	I think it's it's something that doesn't actually
[1808] 3:33:07	work yeah materialists know all kinds of things without knowing god you
[1809] 3:33:12	know and that's because we have something called natural revelation
[1810] 3:33:17	God does reveal himself through nature and he reveals himself through
[1811] 3:33:24	things you can discover in nature if you can't Discover it in nature you can't discover God through
[1812] 3:33:32	nature that's the inevitable consequence of that yeah uh camel leard didn't Paul say
[1813] 3:33:41	um exactly the opposite of that yeah he did you know he said you know
[1814] 3:33:46	that these are things made plain in the creation well if they're made plain in
[1815] 3:33:51	the creation you can understand something from creation there's some aspect of knowledge that you can know
[1816] 3:33:59	from creation without knowing god but because you know that you are without
[1817] 3:34:09	excuse yeah you might be DB yeah it's just
[1818] 3:34:16	it it's it's not a good argument it's never been a good argument and it's not
[1819] 3:34:21	convincing either so I I just sort of I take this and uh I take the precept
[1820] 3:34:30	argument and I just sort of shovel that into the trash bin and just move on with pure evidentialism because that's
[1821] 3:34:39	really oh yeah slamaran says but preer a pre-upper will never give up the first
[1822] 3:34:45	Pres oh no no he'll never give up the first premise cuz he needs that first
[1823] 3:34:52	premise without that first premise he's got
[1824] 3:34:57	nothing everything follows from that first premise if you that's the
[1825] 3:35:02	presupposition that's what you have to presuppose without that
[1826] 3:35:08	presupposing that you need God for knowledge there's nothing it's
[1827] 3:35:14	absolutely nothing it becomes a circular kind of reasoning you have to presuppose the
[1828] 3:35:21	existence of God to say that all knowledge comes from God therefore you
[1829] 3:35:27	can't know anything without knowing god therefore God exists because you have to
[1830] 3:35:33	presuppose he exists uh
[1831] 3:35:41	what huh you serious
[1832] 3:35:46	really but but they but they won't ever give it up but then again too they can't convince you either cuz you don't have
[1833] 3:35:52	to consent to it either
[1834] 3:36:00	know oh sure there's there's there's there's illumination there's there's ways that God can transmit knowledge to
[1835] 3:36:07	us but you don't of God yeah you don't need Divine
[1836] 3:36:15	NE revelation of God to know things and I think that's the problem with it is
[1837] 3:36:21	the first premise their very first premise is flawed and you know if you don't agree
[1838] 3:36:29	to that first premise their arguments go abolutely
[1839] 3:36:35	nowhere so uh Frank schk says PR up is as good
[1840] 3:36:43	as it was revealed to me in a dream yeah pretty much much so I I don't take that apologetic
[1841] 3:36:49	very seriously I don't I don't think it's I don't think the idea of under determination is a serious objection
[1842] 3:36:57	here um to classical Foundation ISM you know I just don't I'm not buying it not
[1843] 3:37:03	buying it at all I'm not
[1844] 3:37:12	convinced okay that was fun fun F to quote my
[1845] 3:37:17	[Laughter] mentor okay we got a $1 uh super sticker
[1846] 3:37:24	from the Camelo part and he asks right underneath it why does Modern Hebrew
[1847] 3:37:29	mainly secular and Messianic Jews pronounced Yahweh as yahovah rather than
[1848] 3:37:35	Yahweh uh verbal pointing
[1849] 3:37:40	okay and there's a reason okay oh um it is to
[1850] 3:37:48	prevent taking the lord's name in vain by pronouncing it as with the original
[1851] 3:37:54	pronunciation okay so what they've done here is they've taken the vow pointing
[1852] 3:38:00	from Jehovah and added that to the tetr
[1853] 3:38:05	grammaton the yod hey V hey and then pronounced it with it okay
[1854] 3:38:13	like for example we see this for example um in some cases in the Matic text the
[1855] 3:38:19	verbal pointing from Adonai has been added to the
[1856] 3:38:25	tetragramaton to change the pronunciation of Yahweh when Yahweh is
[1857] 3:38:31	probably closer to the original now uh verbal
[1858] 3:38:37	pointing okay so AR is Dea but isn't that uh
[1859] 3:38:45	corrupting the the name of God oh yeah yeah it is corrupting the name of the Lord but that's okay because the the
[1860] 3:38:52	prohibition isn't against corrupting it the prohibition is against um saying it
[1861] 3:38:58	at least in theory it's a it's a it's a misunderstanding of taking the lord's
[1862] 3:39:04	name in vain and this started happening around 200 BC where for example Pious Jews would
[1863] 3:39:12	say uh would start to look at the Tetra grammaton they would see the uh they
[1864] 3:39:18	would start pronouncing it as Adonai Lord instead of Yahweh okay but
[1865] 3:39:26	that wasn't that wasn't good enough that wasn't good enough uh during the Greek period they
[1866] 3:39:32	started pronouncing it as curios okay that's still too close to
[1867] 3:39:39	Yahweh so then they went to Hashem Hashem me the name you can't even
[1868] 3:39:47	pronounce Lord you can't even anymore still too
[1869] 3:39:58	close this is the name
[1870] 3:40:05	says says yeah I am to this is
[1871] 3:40:15	titled name I call myself that I'm telling you to tell people I am BC says
[1872] 3:40:20	it sounds a little bit like polishing the inside of the cup yeah it does doesn't
[1873] 3:40:25	it yeah but that's that's really what it is is they're trying to
[1874] 3:40:31	avoid um they are trying to avoid blaspheming the name of God by
[1875] 3:40:37	pronouncing it and that's really not what the second commandment is about the second commandment is about you
[1876] 3:40:45	taking on basically saying you're a servant of Yahweh and then going doing awful things that's what it's about you
[1877] 3:40:53	know basically making a joke a mockery of of um serving the lord through your
[1878] 3:41:01	behavior that's what it's about okay so you know that and and
[1879] 3:41:08	there have been classical interpretations of a lot of penal things that are just not correct taken in its
[1880] 3:41:16	proper context uh like example another example is you know do not uh cook a go in's
[1881] 3:41:23	mother's milk that's a reference to a particular
[1882] 3:41:28	Festival not the prohibition it's not a Prohibition about com comining meat and
[1883] 3:41:36	dairy it's not a Prohibition against cheeseburgers it's a Prohibition against
[1884] 3:41:42	doing this particular Pagan ritual that happened during
[1885] 3:41:48	Festival days so it's just it's just one of those
[1886] 3:41:55	things where you know they had they have lost the
[1887] 3:42:00	original context because they lost the original context they came up with new
[1888] 3:42:06	interpretations that were not exactly original
[1889] 3:42:15	oh burgers cheeseburgers are tasty okay and they're not prohibited okay
[1890] 3:42:21	next but you'll do get these some strange stuff sometimes in in uh Jewish
[1891] 3:42:30	circles
[1892] 3:42:37	okay well they are but sometimes they're doing it to the letter of the law like you'll see this in say for example
[1893] 3:42:43	Orthodox circles um you know where it talks about Leviticus you know the um you know where
[1894] 3:42:51	uh it states that a man shall not lie with another man as a
[1895] 3:42:56	woman well in Orthodox circles they sometimes say well it's okay if you're
[1896] 3:43:04	standing so you know they'll you'll get strange interpretations like that you know defeating the spirit of the law
[1897] 3:43:11	with the letter of the law
[1898] 3:43:24	like that whole um remember that uh that paper we did on say um like the the
[1899] 3:43:32	guywire you know um like for example to get around the Sabbath loss you'll see this Orthodox do this too is you know
[1900] 3:43:41	what constitutes there's a determination Within uh say um Orthodox Jewish
[1901] 3:43:48	Orthodoxy where you it's not work if you're moving something inside your
[1902] 3:43:55	home or a building okay what they do was they they'll have
[1903] 3:44:01	these zones around entire cities where a wall is technically Two
[1904] 3:44:10	Poles with a wire going across it so if you've got an area that's
[1905] 3:44:17	completely surrounded by poles and
[1906] 3:44:22	wires and that could be like like half the city you can work inside of that
[1907] 3:44:27	because that's inside of a home
[1908] 3:44:34	yeah yeah so you do get some strange law uh you know strange
[1909] 3:44:40	interpretations within Judaism where they sort of say use the letter of the law against
[1910] 3:44:46	the spirit of the
[1911] 3:44:53	law
[1912] 3:45:00	yeah Alexis if you're eating a cheeseburger in your sleeve it's totally okay because you're not consciously
[1913] 3:45:06	eating it good news is you get to go order a a
[1914] 3:45:20	yeah okay Paul for 1999 thank you for the Super Chat can you talk a little bit
[1915] 3:45:26	about Tattooing in ancient Egypt I know some of the earliest example of tattoos were found on mummies yes they are found
[1916] 3:45:32	on mummies uh priestesses and Priests to a lesser extent but women were tattooed
[1917] 3:45:39	frequently uh women priests particularly we don't know why okay but
[1918] 3:45:46	we do know certain things about the tattoos that were used in ancient Egypt they tended to be
[1919] 3:45:51	symmetrical okay so for example a priestess wouldn't have a tattoo on one side without having
[1920] 3:45:58	the same tattoo on the other side a tattoo could go across the chest but it had to be bilaterally similar uh uh you
[1921] 3:46:06	know if they had like a wet it would have to be right smack dab in the middle so half of it would be one side of the
[1922] 3:46:11	body the other half would be on the other side we know C certain things about tattoos in ancient Egypt again
[1923] 3:46:18	more common among women than men and more common among priests
[1924] 3:46:24	okay but again this idea of having different tattoos on different sides of the body was not a thing it tends to be
[1925] 3:46:33	symmetrical okay so it was fairly common for women in priests in Egypt to have
[1926] 3:46:39	tattoos and they tended to be um they follow the rules of s
[1927] 3:46:53	um I'm not sure if they if those tattoos appli to say the car or the ba the
[1928] 3:46:59	spirits of the dead but um you know it's hard to say we don't have a we don't
[1929] 3:47:06	have any written evidence of tattoos all of it comes from from
[1930] 3:47:13	bodies so
[1931] 3:47:21	Alexis says I love symmetrical things they're cool for that yeah and and as I said tattoos in Egypt were a symmetrical
[1932] 3:47:28	thing so so if they had as I say an ank on one side they put an ank on the
[1933] 3:47:40	other shaia needs to get the other one on the other arm
[1934] 3:47:50	yeah we have a friend who has a tattoo on one arm uh a uh ank on one arm she
[1935] 3:47:57	needs to get it on the other two to be symmetrical yeah she sometimes listens to this so she might hear in yeah so
[1936] 3:48:03	Shalia if you're listening yeah get that on tattoo on the other one and you're you're good as far as the Egyptians
[1937] 3:48:13	care yeah her on cuz a bit oversized but that's a quibble
[1938] 3:48:20	though um so that's about all I know about tattoos it's still one of those things
[1939] 3:48:27	where people are still studying it um it's it's weird because people who study
[1940] 3:48:32	tattoos in Egypt don't tend to stay studying them they tend to move on to other things because there isn't a lot
[1941] 3:48:37	of material to work on here's the problem it's difficult to see a tattoo on a on a mummy
[1942] 3:48:45	this is one of the problems with um with with studying tattoos in Egypt is
[1943] 3:48:52	postmortem marbling okay when the body dies it tends to turn
[1944] 3:48:58	a blackish green color and it does do this during the
[1945] 3:49:03	mummification process this leads to the problem where it hides tattoos so for a long time people didn't
[1946] 3:49:11	think Egyptian mummies had tattoos because I couldn't see them on the
[1947] 3:49:17	skin uh it actually took special photography to figure out that there were tattoos there
[1948] 3:49:24	so it's still pretty hard to to to collect enough data to do proper
[1949] 3:49:30	research on that so uh hope that helped thank you for the
[1950] 3:49:37	Super Chat very much appreciate it the do a dude what ink did they use
[1951] 3:49:43	I'm not sure I have no idea what ink they
[1952] 3:49:49	used BC dry aged marbling
[1953] 3:49:55	wo yeah uh human jerky is not my thing sorry
[1954] 3:50:20	[Music] okay I think we're at the end here of the super chats not
[1955] 3:50:30	correct oh got one more here uh Jordan oric here as for 199 thank you for the
[1956] 3:50:35	Super Chat at the dissertation uh phase of My THD prayers please sure absolutely
[1957] 3:50:41	we'll pray for you um yeah uh get it done that's one of the
[1958] 3:50:48	one thing I'll say about anybody who's doing a PhD or a THD get the dissertation done get it done
[1959] 3:50:55	quickly uh one thing I'll say is have a writing schedule give yourself a
[1960] 3:51:02	quota you know make sure you write a certain number of words every day and if you write a certain number of words
[1961] 3:51:08	every day you'll get this thing done in no time okay so
[1962] 3:51:15	uh definitely would recommend that get it done get it done quickly and move on with your life all right and the best
[1963] 3:51:22	way to do that is have a quota so thank you very much for the Super Chat very much
[1964] 3:51:39	appreciated uh okay um if we have time
[1965] 3:51:45	we're at 5 to midnight here okay Austin here for 38 Hong Kong
[1966] 3:51:51	dollars thank you for the Super Chat how would you recommend researching and approaching a new topic read on
[1967] 3:51:59	it um this is what I would recommend you get some papers on it or some books read
[1968] 3:52:04	on it then go to the bibliography read the what's in the
[1969] 3:52:10	bibliography go look up the books that are listed in the bibliography read read those then read those
[1970] 3:52:18	bibliographies and sooner or later what happens is you start covering the expanse of the
[1971] 3:52:24	topic it's it's uncanny how that works
[1972] 3:52:29	just yeah start with credible sources though okay don't use uncredible
[1973] 3:52:35	sources um or Fringe sources use good credible sources and read their
[1974] 3:52:40	bibliographies and here's the thing a credible source will give you a credible
[1975] 3:52:47	bibliography really simple and and you know some I get these
[1976] 3:52:53	guys sometimes that come on my channel and they'll say well you know you didn't read you read all this guy's work you
[1977] 3:53:00	know and yet you call them a fringe scholar yeah that's because I readed
[1978] 3:53:05	their bibliography that's all you need to read sometimes to figure out if somebody is friende or
[1979] 3:53:12	not because if they're a good scholar they have good research backing their
[1980] 3:53:19	scholarship that's why there professors even oh no no no professors I
[1981] 3:53:26	mean look when when when you pick up a book for the first time like for example this book here on
[1982] 3:53:33	identifying stones of classical Hebrew most Scholars will not look at the table
[1983] 3:53:39	of contents they'll go right to
[1984] 3:53:47	bibliography and the bibliography will tell you a lot about the book before you ever read it like this bibliography here
[1985] 3:53:55	is full of works from 2019 2021
[1986] 3:54:01	2023 you know modern upto-date scholarship
[1987] 3:54:06	2020 about some from 1999 but most of the works that he
[1988] 3:54:12	quotes are modern that's going to tell you a lot and they're credible
[1989] 3:54:19	sources here's petrovich coding Pedic yeah yeah
[1990] 3:54:24	that's a credible Source oh but that tells you a great deal about
[1991] 3:54:31	what you're going to encounter reading that book yeah
[1992] 3:54:39	so yeah it is um but that's what's going on is you will
[1993] 3:54:47	need to the best way you can start looking and researching a new topic is
[1994] 3:54:52	reading a credible Source going through their bibliography and reading those sources in a kind of a
[1995] 3:55:01	recursive pattern okay so I hope that helps thank you for the
[1996] 3:55:06	Super Chat very much appreciated
[1997] 3:55:15	okay uh Frank shusi here for five thank you for the Super Chat I have seen a video claiming the
[1998] 3:55:21	disciples were young men when they were with Jesus this would certainly explain some things in the New Testament
[1999] 3:55:28	thoughts um they were generally young men they weren't they were but they were
[2000] 3:55:34	young men let's be careful about this they weren't
[2001] 3:55:40	children they were young men
[2002] 3:55:45	a lot of them had wives some of them were married already and some of those wives were
[2003] 3:55:52	part of the Entourage okay and this is one of the things I think we need to to sort of clarify here
[2004] 3:55:58	too is the older members of the disciples had me had
[2005] 3:56:04	families had wives and generally with a paretic uh
[2006] 3:56:11	teacher like Jesus a and he was not uncommon there was there was many of them in in Israel at in the first
[2007] 3:56:19	century these were young men who were usually between the ages of 15 and
[2008] 3:56:29	21 generally once you hit 21 you really
[2009] 3:56:34	were supposed to be doing your own career at this point your own you know farming or trade or
[2010] 3:56:41	whatever it was okay but what what would happen is a village would require want
[2011] 3:56:47	to have uh people it was desirable to have men who
[2012] 3:56:56	were could who had some knowledge of the Bible that was considered to be a status
[2013] 3:57:03	symbol okay kind of like having a college degree today you know if you
[2014] 3:57:08	want to have that that uh you know not um symbol of being uh
[2015] 3:57:15	educated you would go to a community college get a degree Etc back then
[2016] 3:57:20	there's two ways you could do it you could go through the uh schools of the Sanhedrin or you could basically spend
[2017] 3:57:28	three years with a paretic preacher who would teach you these things you'd give them a huge sum of
[2018] 3:57:35	money and they would take you with them for three years okay so BC so not jeepa yeah definitely
[2019] 3:57:43	not jeepa woo so
[2020] 3:57:49	um so this would you know after three years with a teacher you were expected to go back to your
[2021] 3:57:55	communities and become a community leader
[2022] 3:58:00	essentially so you know in the case of the younger men you know who are like 15
[2023] 3:58:07	16 who are not quite married yet you know this would make them more eligible
[2024] 3:58:12	for marriage because okay this is guy who's spent three years with a teacher
[2025] 3:58:18	who knows something about the Bible he's going to be a respected member of his in his community when he comes of
[2026] 3:58:25	age in the case of say somebody who's already married this would give them
[2027] 3:58:30	sort of like a promotion within their community so so you did get a range of
[2028] 3:58:38	men um as young as 13 and again probably as old as uh um say 23 tops who were
[2029] 3:58:48	part of say an Entourage of a Wandering teacher like
[2030] 3:58:54	this
[2031] 3:59:02	so bubble machine here uh quoting popo here fill her on the
[2032] 3:59:08	roof If I Were A wise [Music] man I'm not going to even try to in
[2033] 3:59:15	that okay so um I wouldn't say they were
[2034] 3:59:20	very young there weren't children they were teenagers they were teenagers
[2035] 3:59:27	mostly okay so hope that helps thank you for the Super Chat very much
[2036] 3:59:36	appreciated uh Aras uh Dia says so Jesus was considered an elder at 30 being able
[2037] 3:59:41	to read Isaiah in a Nazareth synagogue oh yeah yeah oh yeah yeah absolutely he
[2038] 3:59:47	would have been considered an elder um he if he had been following the um
[2039] 3:59:56	say judaic Orthodoxy he would have been a respected Community leader oh absolutely
[2040] 4:00:10	yeah all right and let's see here uh another one here from Frank shustik
[2041] 4:00:16	for5 thank you very much and we're at midnight now so uh we're going to quickly go through this and then call it
[2042] 4:00:22	a night here because we got to I got to get up early in the morning and he says
[2043] 4:00:27	what was marriage age for women in the ancient especially Israel I believe people are spreading misin about this
[2044] 4:00:35	all the time um the general age for women was between 15 and 19 okay
[2045] 4:00:45	so um women were not eligible for marriage until they had had their monthly
[2046] 4:00:52	cycle once they had their monthly cycle they were eligible but they usually waited until they were
[2047] 4:00:57	15 and that seems to be the norm now again people married younger in cultures
[2048] 4:01:04	where there was night fedge agriculture because survival was a
[2049] 4:01:10	breeding game okay this is not to say it was a good thing or a bad thing but this is
[2050] 4:01:18	normal in an in a agrarian culture where there's knife edge where people were on
[2051] 4:01:24	a knife edge of starvation very common very very common
[2052] 4:01:29	it's still common today in agricultural societies that are within 50 calories of
[2053] 4:01:36	famine where people will tend to marry young to breed to
[2054] 4:01:43	increase the chances of the family survival
[2055] 4:01:50	so um it was more important in those societies that women married young than
[2056] 4:01:55	men married young but again too men some men did marry young as well it depended
[2057] 4:02:02	on the socioeconomic status of the community of the parents and what sort
[2058] 4:02:08	of marriages could be arranged so um I won't say it's it's
[2059] 4:02:14	it's clearly not um early teens but mid teens and
[2060] 4:02:20	older would be the say the normal age for a uh a woman to marry in
[2061] 4:02:25	the ancient near East okay so anyway I hope that helps thank
[2062] 4:02:33	you for the Super Chat very much appreciate again this is not an endorsement of that it's just this is
[2063] 4:02:38	what happened yeah first survival
[2064] 4:02:54	I think that's the last
[2065] 4:03:00	one yep that's the last one okay so it is after midnight now and I
[2066] 4:03:06	got to we got to call it a night here cuz I got it's something in the
[2067] 4:03:12	morning uh want to thank everyone who joined us tonight uh it was again again
[2068] 4:03:17	another great live stream thank you so much for for joining us I want to thank
[2069] 4:03:22	those who support us through super chats and through PayPal donations thank you
[2070] 4:03:27	Jack Ray for just giving us 10 Egypt of the Bible memberships okay well while I talk here
[2071] 4:03:35	those you guys can sort of pick those up uh I want to thank uh the people who
[2072] 4:03:43	really support us and support the work that we do whether that's you know teaching the Bible whether that's
[2073] 4:03:49	teaching about the ancient e East or whether it's engaging the culture you guys help make this work possible and we
[2074] 4:03:55	really appreciate it and we're so grateful we also want to thank those who uh uh who support us through patreon and
[2075] 4:04:03	YouTube memberships you guys keep equipment repaired and us on the air and
[2076] 4:04:08	we're really grateful for that too finally we want to thank everyone who watches our videos hits that like And
[2077] 4:04:15	subscribe button and shares the URLs with other social media venues you guys
[2078] 4:04:22	get the message out with that said thank you very much for joining us tonight and we'll see you next time on Ancient Egypt
[2079] 4:04:29	and the [Music]
[2080] 4:04:42	Bible e
[2081] 4:05:28	what
