[0] 0:00	e [Music]
[464] 56:22	versus abnormal okay all the time and everything they did
[465] 56:31	so yeah so mixed F mixed fibers is abnormal pure
[466] 56:41	fibers are normal so you could wear wool but not wool mixed with cotton okay you
[467] 56:47	wear cotton you can wear wool but not wool cotton uh shellfish things in the water
[468] 56:55	should have scales and th that's the ideal normal type of fish so yeah okay
[469] 57:04	you can eat you can eat a trout because it's got fins and scales but you can't
[470] 57:11	eat a catfish because it's got fins and no scales and you can't eat a shrimp
[471] 57:17	because it doesn't have either fins or scales okay so no shrimp no lobster no
[472] 57:23	yummy stuff no yummy stuff for you that's not
[473] 57:29	[Laughter] normal same with camels
[474] 57:35	okay you could eat any anything that either chewed the
[475] 57:40	cud and didn't have toes so if it chewed the Cub but it has toes that's not
[476] 57:47	normal if it has Hooves and chews the cud that's normal
[477] 57:53	okay so you can e cow you can eat sheep you can eat goat you can't eat camel and
[478] 58:00	you can't eat hair okay can't eat rabbit because rabbits have very cute toes okay
[479] 58:07	so it comes down to trying to create a world viw for the Israelites of what is normal versus what's
[480] 58:14	abnormal so because of that they're going to try to organize their entire world around four categories
[481] 58:23	okay um and those four four categories are stuff that's holy stuff that's
[482] 58:30	normal or clean stuff that's un abnormal or unclean and stuff that's
[483] 58:36	Abomination everything in the Israelite World falls under those three all those
[484] 58:41	those four categories okay so you can you can eat a you can
[485] 58:50	eat a um eat a cow but you can't eat a pig a pig is a
[486] 58:56	Abomination okay it's more than unclean it's Abomination don't eat it
[487] 59:04	so so you know there's it's it's meant to get them into
[488] 59:10	that that thinking where it leads ultimately to what's what we call right
[489] 59:15	worship so it's essentially that if you want to worship God you got to do it God's way and to do it God's way in this
[490] 59:24	ritual setting this ritual law setting you have to
[491] 59:31	follow this mindset
[492] 59:40	so yeah it doesn't anymore uh Deacon asks does pork have
[493] 59:47	worms and and parasites it used to um today pork is is the cleanest animal
[494] 59:54	around okay uh because most if you go to a pork from this today it looks more
[495] 59:59	like more like a biomedical lab I mean it is a biomedical lab you know pork
[496] 1:00:04	froms today you know you have to put on like covers on your shoes and special garments and and and covering for your
[497] 1:00:12	hair and and a mask over your face I mean it's a biomedical lab and and the
[498] 1:00:18	pigs are behind plexiglass behind pelig
[499] 1:00:23	glass yeah cuz
[500] 1:00:30	yeah so it's it's a lot of it is going to depend upon how the pig is race whether or not they have today you no no
[501] 1:00:36	Pig has had tronos in so long it's not even funny wild pigs maybe okay wild pigs
[502] 1:00:43	maybe but but domesticated pigs
[503] 1:00:48	no so yeah this is not basically yeah it meant you have to cook
[504] 1:00:55	it thoroughly but today you don't even have to I mean they don't even recommend anymore cooking pork well done because
[505] 1:01:03	any pork you get in the store is not going to have any there's no value in cooking it Well Done
[506] 1:01:16	anymore okay so that should cover the prohibition on shellfish camel and hair
[507] 1:01:21	it's it's just to get the Israelites into that thinking in those categories of
[508] 1:01:26	holy clean unclean Abomination and that's so God can work
[509] 1:01:33	on them towards right worship so that's ultimately what it's what it's
[510] 1:01:42	about okay I will take that one quickly at the
[511] 1:01:49	bottom here I'm going to hear cop Chef one uh Roa 12345 asks about I'm going hear cop
[512] 1:01:57	shiff you say that he died in 1265 but you said that he ruled as Crown
[513] 1:02:03	Prince until he was 25 years old counting 12279 and that's not an accepted date for the Ascension of Romy
[514] 1:02:10	II anymore uh minus 25 would arrive at a date of uh
[515] 1:02:18	1254 okay you're missing mixing two dates uh sets of dates here okay so
[516] 1:02:25	that's that's the problem here is you are mixing two different chronologies here together the 1265 date is from the
[517] 1:02:32	middle low chronology the 1279 extension date is
[518] 1:02:37	from the low chronology so the 1265 date
[519] 1:02:43	is uh from the um uh in the middle low
[520] 1:02:50	chronology Romy II comes to the throne in 1288 so if you take that and you you add
[521] 1:02:59	25 years you get 1263 1265 is just a rounding up from
[522] 1:03:06	1263 okay so you can't mix your chronologies here so you got to be a
[523] 1:03:11	little careful about that okay so that's what's going on here is you've mixed two
[524] 1:03:17	different chronological sets together so I hope that helps you don't you don't mix your chronologies okay you either go
[525] 1:03:25	with one chronology or you go with the other but you don't mix both so we would say that um r i second came to the
[526] 1:03:32	throne in 1288 so anyway I hope that helps thank you for the question really appreciate
[527] 1:03:41	it super
[528] 1:03:49	chats okay
[529] 1:04:01	all right next one here is from at Ministries for 499 thank you for the Super
[530] 1:04:06	Chat since job is Iron Age wisdom literature could Solomon have written it
[531] 1:04:13	um I don't think so uh we do find a lot of arism in uh job so I don't think I
[532] 1:04:22	don't think Solomon would have had um I don't think he would have had
[533] 1:04:28	access to a lot of Aramaic Aramaic culture the culture of
[534] 1:04:34	Aram and and really it looks like that job was in that period when basically uh
[535] 1:04:41	after the fall of the matani Empire and before the kingdom of Rah got
[536] 1:04:46	established so what you have here is looks like job was written during the
[537] 1:04:52	time of the divided Aram States okay so it does look like wisdom age
[538] 1:05:00	literature almost certainly uh but it does also look like before the unified
[539] 1:05:07	Kingdom so probably after Solomon I would I would estimate that this this
[540] 1:05:13	was written after Solomon and I would definit I would think that this was probably written closer to Syria than it
[541] 1:05:21	would be to Jerusalem just because of how much of the details we have of say
[542] 1:05:29	those that that neom matani that that H those hurrian
[543] 1:05:34	states that we find in the Book of Job uh that would not have been part of say
[544] 1:05:40	the Jerusalem cultural context so
[545] 1:05:47	um yeah I I think there is uh take that followup to
[546] 1:05:56	keeps learning asks could Joe be just a novel that simply wanted to give us wisdom no well first of all the whole
[547] 1:06:04	term novel is anachronistic we really don't find novels as a genre until the
