[0] 0:00	Heat. Heat.
[707] 41:26	Okay. Now uh
[708] 41:30	there is a
[709] 41:32	there's one reference to 30 pieces of
[710] 41:35	silver which is in Exodus 21:32
[711] 41:39	which is the value of a slave that was
[712] 41:42	gored to death by an ox.
[713] 41:45	So this is this is the the payment
[714] 41:50	for the blood money payment for a slave.
[715] 41:54	Okay.
[716] 41:56	So, as an as a as a as a
[717] 42:03	um blood fee, this is where they kind of
[718] 42:06	got the figure from is they got it from
[719] 42:09	Exodus 21:32.
[720] 42:12	Now, the other interesting thing here is
[721] 42:18	the money was weighed out.
[722] 42:21	This wasn't just say the these are not
[723] 42:24	daenery.
[724] 42:25	He wasn't given daenery.
[725] 42:28	He was given shekels.
[726] 42:32	Now this is important
[727] 42:35	that that that shekele
[728] 42:38	is worth three denary.
[729] 42:42	So this is the equivalent of 120 days
[730] 42:47	of of wages or four months.
[731] 42:53	So, um, that's that's a sizable chunk of
[732] 42:57	change. Yeah. Yeah, it was a sizable
[733] 43:00	chunk of change. Uh, enough to buy a
[734] 43:02	plot of land with. So,
[735] 43:08	so I think that's one of those things
[736] 43:10	where it's
[737] 43:14	we don't quite understand sort of the
[738] 43:17	the scope of of what the context is for
[739] 43:21	30 pieces of silver and how that relates
[740] 43:25	to say the local economy.
[741] 43:28	So, it's a sizable amount. You know, it
[742] 43:31	was a sizable amount. But they they
[743] 43:33	didn't they didn't just pay him, you
[744] 43:35	know, a pittance. That's 120 days of
[745] 43:39	wages is is a lot. You know, it's a good
[746] 43:43	set of savings.
[747] 43:46	So, so because they were he was paid in
[748] 43:49	shekels, not daenery.
[749] 43:51	This is one of those things where you
[750] 43:54	know it multiplies.
[751] 43:56	So,
[752] 43:58	but it's also happens to be the same
[753] 44:00	price for a slave that was gored to
[754] 44:03	death by an ox.
[755] 44:05	So, it's it's the closest thing in the
[756] 44:10	Israelite law to blood money.
[757] 44:13	So, your sla slave gets killed, you pay
[758] 44:16	the owner that 30 pieces of silver, and
[759] 44:19	that's supposed to cover the death. if
[760] 44:22	it was just by negligence.
[761] 44:26	But so that's how they sort of they
[762] 44:28	determine that that that uh fee. So hope
[763] 44:32	that helped. Thank you for the super
[764] 44:34	chat. Very much appreciated.
[765] 44:40	Yeah, mama says a sizable amount unless
[766] 44:43	it was to betray the son of God. Well,
[767] 44:45	yeah, but he's also the suffering
[768] 44:47	servant, too. So there is a symbolic
[769] 44:50	value here.
[770] 44:52	Christ is called the suffering servant.
[771] 44:56	So the fact that he's paid the the um
[772] 45:02	the punitive the assassin has paid the
[773] 45:05	punitive fee for the death of a servant.
[774] 45:09	There's some some strong symbolism
[775] 45:11	there. Very strong symbolism.
[776] 45:15	So
[777] 45:21	it does there is there is a a a rhyme
[778] 45:24	and a reason to this.
[779] 45:31	Okay, let's go on to the next one here.
[780] 45:35	Next super chat
[781] 45:38	from Joseph for $5. Thank you. super
[782] 45:41	chat. Given what you said about David
[783] 45:44	Wit's paper at ETS, is there anyone you
[784] 45:46	would recommend as a more reliable
[785] 45:48	source on Islam? I'm no expert on Islam,
[786] 45:51	so I really can't recommend who would be
[787] 45:53	good on Islam.
[788] 45:55	I just recognize when a pill uh a paper
[789] 45:58	gets um
[790] 46:01	uh gets roasted, you know? I I recognize
[791] 46:04	when that happens. I mean, it's one of
[792] 46:07	those things where if you've seen it
[793] 46:08	happen enough, you you know what's going
[794] 46:11	on, but but I'm not an expert on Islam,
[795] 46:15	so I can't really guide you here on a
[796] 46:19	more reliable resource for Islam. I'm
[797] 46:21	sure there's some out there. I'm just
[798] 46:22	don't read that material very much or
[799] 46:25	very often, so it wouldn't be um
[800] 46:30	um yeah, I'm on uh Ibrahim might be
[801] 46:34	might be a good guy. Iund not Raymond. A
[802] 46:38	Y M O N D. Got to make that clear
[803] 46:41	because people hear Raymond. It's not
[804] 46:43	Raymond. It's I am. That was the guy who
[805] 46:46	who critiqued wood. So,
[806] 46:50	so Iand Ibraim
[807] 46:58	and he is he and and Ibrahim is a a a
[808] 47:03	um scholar on Islam. He is a bonafide
[809] 47:06	scholar on Islam. That's what he did his
[810] 47:09	PhD in. And uh I if if he if he I mean
[811] 47:13	he's he's very thorough what what I saw
[812] 47:15	of him. But again, I'm not an expert on
[813] 47:17	on Islam. I wouldn't be able to be give
[814] 47:20	you great vi uh guidance here on who
[815] 47:23	would be better to um to consult
[816] 47:26	honestly. Okay. So, I hope that helps.
[817] 47:29	Thank you for the super chat. Very much
[818] 47:30	appreciate it.
[819] 47:51	Uh, Dark Blade says, "If I remember
[820] 47:53	correct, Faulk said only one part was
[821] 47:55	destroyed. Other parts like the satanic
[822] 47:57	versus meaning uh secular
[823] 47:59	historioggraphy standard seems intact."
[824] 48:01	Yeah, but the problem is the core of his
[825] 48:04	thesis was the the historioggraphy.
[826] 48:09	Okay. the the historical verification
[827] 48:13	that was the core of his paper.
[828] 48:16	So even if all the rest of it's intact,
[829] 48:19	the paper's gutted. There's there's
[830] 48:21	nothing left of it. So, you know, it's
[831] 48:24	one of those things that you just got to
[832] 48:27	if if the core hypothesis falls,
[833] 48:31	doesn't matter if you got the details
[834] 48:32	right.
[835] 48:37	Okay, let's move on. The next
[836] 48:40	But yeah, that's this is producers right
[837] 48:43	here. It's that's the purpose of the
[838] 48:44	conference to kick the tires on our
[839] 48:47	papers.
[840] 48:49	>> We've all been through it.
[841] 48:51	>> All have brilliant ideas.
[842] 48:52	>> They all had br everyone has brilliant
[843] 48:54	ideas. It's
[844] 48:56	>> some of them are better than others.
[845] 49:00	This just happens.
[846] 49:06	All right, next one here.
[847] 49:09	is from CPM versus DOS.
[848] 49:13	Uh, thank you for the member question.
[849] 49:15	He says, "Ran into an argument that
[850] 49:17	having communion every week is wrong
[851] 49:20	because it would become cultish.
[852] 49:22	Thoughts on this? Not sure how to answer
[853] 49:24	them."
[854] 49:26	What?
[855] 49:31	Okay. Ah,
[856] 49:35	here's what I would say to that. Um the
[857] 49:39	whole idea of things becoming cultish.
[858] 49:42	Um
[859] 49:45	is he mean like a ritual, an empty
[860] 49:47	ritual?
[861] 49:49	Um I would ask him what he means by this
[862] 49:53	because
[863] 49:55	nothing wrong with a ritual and frankly
[864] 49:59	there is a cultist
[865] 50:02	to Christianity. You know, we're not
[866] 50:04	just freewheeling it, okay? We're not
[867] 50:07	just saying, "Oh, we like this bit that
[868] 50:10	bit. We're not taking it."
[869] 50:15	Okay.
[870] 50:16	Um
[871] 50:22	I mean the the the ultim the the
[872] 50:24	contrast to say cultish religion is
[873] 50:30	um
[874] 50:32	um
[875] 50:37	religion where you're just making it up
[876] 50:39	as you go along.
[877] 50:42	Okay.
[878] 50:46	CPM versus DOA says, "Yes, and to answer
[879] 50:48	the what cultish means some like DND
[880] 50:51	demon stuff almost." Yeah. That's that's
[881] 50:53	just idiotic. Okay.
[882] 50:56	You know, you can't be serious that that
[883] 51:00	um that something that the Lord
[884] 51:03	commanded us to do until he returns
[885] 51:07	is somehow
[886] 51:10	a work of the devil.
[887] 51:12	Okay.
[888] 51:14	You just you just
[889] 51:17	>> Yeah.
[890] 51:20	>> And
[891] 51:24	they
[892] 51:26	>> Mhm.
[893] 51:26	>> It's
[894] 51:32	gives like
[895] 51:35	>> Oh, yeah. You do get you get anarchy
[896] 51:37	kind of of church services. No, it's not
[897] 51:41	anarchy. It was very
[898] 51:43	>> Well, I mean I mean I mean I I mean kind
[899] 51:46	of not like um um that way. I mean
[900] 51:48	anarchy is an unorganized
[901] 51:51	not not structured.
[902] 51:54	It just wasn't
[903] 51:56	giving
[904] 51:59	the talk over
[905] 52:02	>> Patoule says, "My church holds an
[906] 52:04	offering collection every week, too, but
[907] 52:06	nobody seems to think that the offatory
[908] 52:08	is an empty ritual that loses its
[909] 52:10	importance by dee being done too
[910] 52:12	frequently." Yeah, I I don't even
[911] 52:16	Yeah, I don't even get why this is an
[912] 52:19	objection, honestly.
[913] 52:21	Mama says, "Bro, do you even cult?"
[914] 52:25	I mean, the fact is that um a cult is
[915] 52:28	just a group of people. That's all it
[916] 52:30	is. You know, so um
[917] 52:37	you know, the whole idea that doing
[918] 52:40	communion too often makes you a group of
[919] 52:43	people. Okay. Um that's almost like a
[920] 52:47	foregone conclusion.
[921] 52:49	But
[922] 52:51	um a lot of this comes from say the
[923] 52:53	porative use of the word cult. Um
[924] 52:57	people thought it it was derived from
[925] 52:59	the term oultus
[926] 53:02	which it wasn't. Um it's termed from the
[927] 53:06	the words cultist not oultus. So a lot
[928] 53:09	of people
[929] 53:11	associated
[930] 53:13	cult and oult
[931] 53:16	when
[932] 53:18	they're not the same sort of words. So
[933] 53:22	it's a false it's a it's a root
[934] 53:24	ethmology fallacy.
[935] 53:27	But this was used during the satanic
[936] 53:29	panic where people were saying, "Oh
[937] 53:32	yeah, there's cults everywhere and
[938] 53:34	they're they're all satanically driven."
[939] 53:36	Well, maybe maybe not.
[940] 53:38	But there's also the the whole thing is
[941] 53:41	that well cults are organized religions
[942] 53:44	too like major religions are cults as
[943] 53:47	well because of groups of people. So
[944] 53:52	um the whole idea that you can sort of
[945] 53:57	define cult that narrowly
[946] 54:00	like for example I mean you don't even
[947] 54:02	see the term cult used in modern
[948] 54:05	religious studies. They will for say for
[949] 54:08	example for new religions they'll use
[950] 54:09	the term new religious movement instead
[951] 54:13	of cult
[952] 54:15	just because
[953] 54:17	uh there's just it's not a good term.
[954] 54:19	It's not a work good working term.
[955] 54:22	It's not a good term for studying
[956] 54:24	religion. It's not a good term for
[957] 54:26	criticizing religion. It's just not a
[958] 54:28	good term.
[959] 54:31	So, you know, even though that was very
[960] 54:33	popular in the 70s,
[961] 54:36	it's it's a better the term better off
[962] 54:38	not used,
[963] 54:41	but taking communion every week doesn't
[964] 54:45	make you cultish. Just doesn't.
[965] 54:54	>> Well, he said it's like like D and D.
[966] 54:58	Yeah. You defined what the guy was
[967] 55:00	meaning by it. It's not empty ritual. He
[968] 55:04	means that this becomes demonic like
[969] 55:06	DND,
[970] 55:07	which DND is not demonic by the way, but
[971] 55:12	it's just it's just bad. It's sloppy bad
[972] 55:15	terminology.
[973] 55:17	And
[974] 55:19	it just and it's wrong. It's just wrong.
[975] 55:23	You know, ritual is not inherently evil.
[976] 55:26	You know, even if you do it every week,
[977] 55:29	even if you do the Lord's supper every
[978] 55:31	day, still doesn't make it culfish in
[979] 55:36	that sense of it being demonic. It makes
[980] 55:40	it just ritual.
[981] 55:42	And it's a lot of rituals that we do in
[982] 55:44	Christianity that are prescribed by our
[983] 55:47	Lord.
[984] 55:49	So,
[985] 55:51	yeah, I'm not buying it for a moment,
[986] 55:53	but what
[987] 56:00	What? Where is it?
[988] 56:08	854.
[989] 56:16	Uh,
[990] 56:18	okay. I see it. Ryan says, "O cult is
[991] 56:21	only in Ireland, right?"
[992] 56:24	I suppose so. Could be. Could be.
[993] 56:30	Okay. So, anyway, I hope that answered
[994] 56:32	your question. CPN versus DOSS. Uh,
[995] 56:37	I don't think he knows what he's talking
[996] 56:38	about. He doesn't know what obviously he
[997] 56:39	doesn't know what a new religious
[998] 56:41	movement really is. He's using that term
[999] 56:44	incredibly loosely.
[1000] 56:46	Um, I just don't it's not a it's not a
[1001] 56:50	well-formed argument. Okay. So, I hope
[1002] 56:53	that helps.
[1003] 56:59	Uh, Patoule says, "Every collection of
[1004] 57:03	people has ritual." Yeah. And every
[1005] 57:05	church has liturgy. Some people's
[1006] 57:07	liturgy is 3 days old and invented via
[1007] 57:10	MSWord, but it's definitely liturgy or
[1008] 57:13	chat GPT.
[1009] 57:16	I've heard people starting to do
[1010] 57:18	liturgies by Chat GPD. Fantastic.
[1011] 57:21	Fantastic.
[1012] 57:25	Okay,
[1013] 57:28	let's move on to the next one here. Uh,
[1014] 57:31	another AT ministries one here.
[1015] 57:35	How do you explain to a Fundy that
[1016] 57:37	honoring the parents means not
[1017] 57:39	abandoning them in their own age? Okay,
[1018] 57:43	this one's a tough one because again,
[1019] 57:45	what we're missing here is the context.
[1020] 57:48	Now, one of the things about the the
[1021] 57:51	commandment to honor your father and
[1022] 57:53	mother
[1023] 57:55	is that it is not this is not a
[1024] 57:58	commandment directed to children.
[1025] 58:02	Okay?
[1026] 58:05	It's a commandment directed to adults.
[1027] 58:09	Okay? Particularly men,
[1028] 58:13	okay? bow.
[1029] 58:16	When it talks about honoring your father
[1030] 58:18	and mother,
[1031] 58:20	it's talking about making sure they're
[1032] 58:23	not destitute when they are when they're
[1033] 58:26	old, which could happen.
[1034] 58:29	So, it was it was entirely the whole the
[1035] 58:33	whole idea even the reward of that is
