[0] 0:00	[Music] n
[475] 58:05	it okay 18 Ministries for $4.99 thank you again for the super chat last week I asked but what
[476] 58:13	fundament uh functional creation means it's what John Walton says God did in
[477] 58:18	Genesis 1:2 not a material creation okay okay now that you've given me a
[478] 58:23	little context here now know what you mean okay okay now Walton is going to
[479] 58:29	say that that there's a myth of History okay there's a myth of
[480] 58:34	history that Genesis 1:2 is basically
[481] 58:40	retelling Creation in this religious Temple myth okay he believes There's an
[482] 58:47	actual creation okay but what's being portrayed in
[483] 58:53	Genesis is is that you're seeing creation laid out
[484] 59:00	in terms of function and form not as far as an iteration of the
[485] 59:08	created order okay so it's a matter for him of it being a a way of explaining
[486] 59:17	it more than how it actually came about so it's not asking scientific
[487] 59:23	questions and Walton's definitely not going to go into this whole into science of create order that's not his thing he
[488] 59:31	thinks that's an irrelevant question and I agree with him it is an irrelevant question now this gets the young Earth
[489] 59:39	creationists um pants in a knot uh but you know they should G up
[490] 59:45	their [Laughter] loins okay but uh essentially he's
[491] 59:53	basically saying that there's a functionality to the the the layout of the
[492] 59:59	cosmographic temple in Genesis 1:2
[493] 1:00:06	so uh he's he's he's definitely he definitely leads to that functional
[494] 1:00:11	creation model not a material creation model and I agree with him on this I agree with him on this I think he's
[495] 1:00:18	right so I hope that helps thank you much for the Super Chat very much appreciate but I'm going to add one
[496] 1:00:24	other thing too that doesn't mean there wasn't a material creation also and
[497] 1:00:30	that's an important point there could still be a material creation while
[498] 1:00:35	having a functional creation you can have
[499] 1:00:40	both what he's basically saying is Genesis 1:2 is a functional creation but that does not in any way
[500] 1:00:48	exclude a material creation as well so I hope that helps thank you for
[501] 1:00:54	the Super Chat very much appreciate appri
[502] 1:01:04	it okay 18 Ministries for 199 uh thank you for the Super Chat saw
[503] 1:01:11	Prince of Egypt guess how that went laugh out loud hey you what you mean Moses didn't
[504] 1:01:19	just break out in song Everywhere I have a hard time believing
[505] 1:01:25	that didn't happen
[506] 1:01:30	you know you got some plagues break out into more musical scores that makes
[507] 1:01:35	everything better yeah the hordes of frogs always
[508] 1:01:41	make me
[509] 1:01:47	sing oh yeah it's got a great soundtrack absolutely
[510] 1:01:54	[Laughter]
[511] 1:02:02	uh Jack Ray says was Prince of Egypt a royal mess well it was a [Laughter]
[512] 1:02:13	musical great musical kind of dodgy EX aesus
[513] 1:02:20	[Laughter]
[514] 1:02:28	exegetical apologetics I am a firm believer in the
[515] 1:02:35	[Laughter]
[516] 1:02:54	supplementaries but it can be a fun watch it can be a fun watch you know I
[517] 1:03:00	think this is one of those those those movies where you can watch it with your kids and just put say hey okay we've
[518] 1:03:06	watched this let's take a step back and see how is it correct great teaching
[519] 1:03:13	moment it should be used as a teaching moment so I don't I don't don't dissuade
[520] 1:03:20	parents from showing their kids uh a prince of Egypt I just tell them hey you
[521] 1:03:25	know give them some guidance with it give them some guidance and let
[522] 1:03:32	them um you know show them where it differs from the Bible and you know that's that's a use
[523] 1:03:40	it as a teaching tool use it as a teaching tool and it could be a perfectly good
[524] 1:03:47	thing yeah
[525] 1:03:52	so just in hot water yeah
[526] 1:03:57	okay so hope that helps thank you very much for it and uh yeah I I can guess
[527] 1:04:04	how that went I can guess how that went oh yeah yeah I will admit that the
[528] 1:04:12	the song um uh the opening song uh there was a actually um a really good parody
[529] 1:04:21	of it those those songs too uh
[530] 1:04:28	uh What uh has to do with a Sith Lord yeah somebody changed the entire
[531] 1:04:35	words to the song to to oh it's a it's a good parody I don't remember with the
[532] 1:04:49	parody see if I can find it quickly I can I mean it just
[533] 1:04:56	uh if I can't we will look at it for it some other time
[534] 1:05:06	um Lord
[535] 1:05:16	um it's a Google translate sings the
[536] 1:05:22	plagues from The Prince of Egypt
[537] 1:05:33	see I'll just pop this in the
[538] 1:05:40	chat this is hysterical
[539] 1:05:46	um okay there we go
[540] 1:05:52	um what this this person did was they would take um the songs from various things and put
[541] 1:06:02	put the lyrics through Google translate 10 times over so they would translate
[542] 1:06:08	into one language and then take
[543] 1:06:13	that and take that translation and put it through Google translate again and over and over and over
[544] 1:06:20	again and You' get these really warped songs
[545] 1:06:28	[Laughter] so and they did that to The Prince of Egypt
[546] 1:06:35	one so Alexis says hang on I'm about to see
[547] 1:06:41	this laugh out loud okay so uh Prince of Egypt great
[548] 1:06:51	soundtrack dubious history watch it with your kids but also give him some
[549] 1:06:56	guidance with it as well
[550] 1:07:02	okay 18 Ministries
[551] 1:07:07	for for 199 sponsoring a doctor uh Faulk to ask his producer question laugh out
[552] 1:07:16	loud did you send me my question okay there's the answer
[553] 1:07:25	that's a cheat that is a cheat isn't [Laughter]
[554] 1:07:42	it okay um we'll probably make these these uh
[555] 1:07:50	producer uh uh questions off limits in the future but um it is fun while it
[556] 1:08:03	lasted all right uh next one here is from Billy dingan thank you for the Super Chat uh good evening Dr Fulk good
[557] 1:08:10	evening Billy Genesis 146 mentions the horites the huran is this another Geographic
[558] 1:08:17	identifier or an anachronism uh let's take a look at Genesis 14 here
[559] 1:08:28	Genesis 14 verse
[560] 1:08:34	6 and the horites in their Mount Seer as far as eliron which is in the wilderness
[561] 1:08:40	okay um horites here are not
[562] 1:08:47	hurrians okay they're different people okay Hans and horites are
[563] 1:08:53	different horites are people from Mount  which is better known which is
[564] 1:08:59	another name for Mount sier they're  possibly shasu okay so that's
[565] 1:09:07	what the horites are they are around that that area of Mount sier in ad Dome
[566] 1:09:14	okay Hans are the remains of the matani Empire which is much further
[567] 1:09:22	north so
[568] 1:09:28	Jonathan Walker aren't the hurrians the hivites no they're not um again this is a different group
[569] 1:09:35	again the hivites are near the area of Dan and they're in a really small area
[570] 1:09:42	so they they're they're sort of between Dan and kades on the
[571] 1:09:49	aranes so their upper Central uh Canan
[572] 1:09:55	okay so the north central Canan oh Johnny Walker too many H groups
